institution_id,institution_name,state,district,city,institute_type,ownership,approval_status,current_status,is_autonomous,nba_accredited,accreditation_valid_until,year_established,aicte_code,last_updated,nirf_rank,naac_grade
INST_0159,"PES Polytechnic College, Panipat",Haryana,Panipat,Panipat,Polytechnic,Private,True,active,False,True,2028-01-26,1962.0,5-9760649042,2026-05-19,,
INST_0160,"National Inst. of Tech., Allahabad",Uttar Pradesh,Allahabad,Allahabad,Autonomous,Private,False,closed,False,False,,1992.0,3-1612944912,2026-08-11,,
INST_0161,KLE Institute of Engineering and Technology,Telangana,Adilabad,Adilabad,Engineering,Private,True,active,False,True,2028-05-26,2012.0,6-9059402815,2026-08-01,,
INST_0162,"Sreenidhi College of Engineering, Amravati",Maharashtra,Amravati,Amravati,Engineering,Private,True,active,False,True,2027-09-12,2012.0,8-1235586512,2026-07-04,,
INST_0163,"D.Y. Patil School of Business Administration, Korba",Chhattisgarh,Korba,Korba,Management,Private,True,active,True,False,,1961.0,4-4207199962,2026-05-27,,
INST_0164,"Christ Engineering College, Ahmedabad",Gujarat,Ahmedabad,Ahmedabad,Autonomous,Govt,True,active,False,False,,1982.0,1-1434334556,2026-08-01,,
INST_0165,"NMAM Institute of Management Studies, Karimnagar",Telangana,Karimnagar,Karimnagar,Management,Private,True,active,False,False,,2001.0,4-6456742126,2026-07-29,,
INST_0166,"Government Engineering College, Karimnagar",Telangana,Karimnagar,Karimnagar,Engineering,Govt,True,active,False,False,,1982.0,6-3238155367,2026-08-03,,
INST_0167,"Matrusri Institute of Technology and Science, Adilabad",Telangana,Adilabad,Adilabad,Autonomous,Govt,False,closed,False,True,2026-10-23,1974.0,3-6390396138,2026-07-04,,
INST_0168,"Lendi Institute of Technology, Kanpur",Uttar Pradesh,Kanpur,Kanpur,Autonomous,Private,True,active,False,False,,1989.0,4-3310940768,2026-07-11,,
INST_0169,"Bapatla College of Pharmaceutical Sciences, North Delhi",Delhi,North Delhi,North Delhi,Pharmacy,Private,False,closed,True,True,2025-05-29,1983.0,4-3620742669,2026-08-14,,
INST_0170,"VIT Institute of Technology, Ranchi",Jharkhand,Ranchi,Ranchi,Engineering,Private,True,active,False,False,,2006.0,4-8670338165,2026-06-02,,
INST_0171,"Geethanjali Institute of Technology, Kanpur",Uttar Pradesh,Kanpur,Kanpur,Engineering,Private,True,active,False,True,2026-12-17,2018.0,1-1408225581,2026-08-16,,
INST_0172,"Geethanjali Institute of Engineering and Polytechnic, Panipat",Haryana,Panipat,Panipat,Polytechnic,Private,False,closed,False,False,,1985.0,6-2614412435,2026-08-03,,
INST_0173,Ajmer Aditya School of Management,Rajasthan,Ajmer,Ajmer,Management,Private,True,active,False,False,,1984.0,2-8121992382,2026-08-06,,
INST_0174,"Dayananda Sagar Institute of Technology and Science, Howrah",West Bengal,Howrah,Howrah,Engineering,Private,True,active,False,True,2024-08-21,2011.0,8-4613851921,2026-07-29,,
INST_0175,"Aditya Institute of Pharmaceutical Sciences, Meerut",Uttar Pradesh,Meerut,Meerut,Pharmacy,Private,,active,False,True,2027-12-03,1989.0,7-2402557199,2026-06-25,,
INST_0176,"Kalasalingam Institute of Science and Technology, Dhanbad",Jharkhand,Dhanbad,Dhanbad,Engineering,Private,True,active,False,False,,2004.0,8-7665677249,2026-08-13,,
INST_0177,"Nitte Institute of Technology, Siddipet",Telangana,Siddipet,Siddipet,Engineering,Private,True,active,True,False,,1983.0,6-8615537999,2026-06-08,,
INST_0178,"Thiagarajar Business School, Thrissur",Kerala,Thrissur,Thrissur,Management,Private,True,active,False,False,,2009.0,8-8674154614,2026-07-12,,
INST_0179,"Raghu College of Architecture and Planning, Bengaluru",Karnataka,Bengaluru,Bengaluru,Architecture,Private,True,active,False,True,2030-10-29,1981.0,8-1949820243,2026-07-30,,
INST_0180,"Andhra Engineering College, Mysuru",Karnataka,Mysuru,Mysuru,Engineering,Private,True,active,False,False,,1982.0,3-2192094602,2026-07-09,,
INST_0181,"Nitte School of Applied Arts, Anantapur",Andhra Pradesh,Anantapur,Anantapur,Applied Arts,Private,False,closed,False,False,,1966.0,3-6944285471,2026-05-26,,
INST_0182,"Hindustan Institute of Business Management, Junagadh",Gujarat,Junagadh,Junagadh,Management,Private,True,active,False,False,,1968.0,8-6692557516,2026-07-15,,
INST_0183,"Indian Institute of Information Technology, Chennai",Tamil Nadu,Chennai,Chennai,Autonomous,Govt,True,active,False,False,,2009.0,4-6427191891,2026-06-25,,
INST_0184,"Bharat Institute of Engineering and Management, Varanasi",Uttar Pradesh,Varanasi,Varanasi,Engineering,Private,False,closed,False,False,,2008.0,5-8992679669,2026-06-25,,
INST_0185,K.S.R. Institute Of Technology And Science,Kerala,Thrissur,Thrissur,Engineering,Private,True,active,False,False,,2011.0,4-3683285325,2026-06-03,,
INST_0186,"Nitte College of Engineering and Technology, Thrissur",Kerala,Thrissur,Thrissur,Engineering,Private,True,active,False,True,2025-04-16,1964.0,4-4295196728,2026-07-16,,
INST_0187,"Government College of Engineering, Vizianagaram",Andhra Pradesh,Vizianagaram,Vizianagaram,Engineering,Govt,True,active,False,False,,1960.0,6-7910323212,2026-07-04,,
INST_0188,"Institute of Technology, Pune",Maharashtra,Pune,Pune,Autonomous,Private,True,active,False,True,2029-02-24,2007.0,5-4509994464,2026-08-08,,
INST_0189,"Sri Venkateswara College of Engineering and Technology, Hubballi",Karnataka,Hubballi,Hubballi,Autonomous,Private,True,active,False,True,2028-04-06,1971.0,4-4638872402,2026-08-05,,
INST_0190,"Government Engineering College, Howrah",West Bengal,Howrah,Howrah,Engineering,Govt,True,active,True,True,2026-06-09,1984.0,3-7111551059,2026-07-07,,
INST_0191,"Sri Indu Pharmacy College, Cuttack",Odisha,Cuttack,Cuttack,Pharmacy,Private,,unapproved,False,False,,2021.0,1-8283457280,2026-05-19,,
INST_0192,"Sri Sathya Sai Institute of Science and Technology, Muzaffarpur",Bihar,Muzaffarpur,Muzaffarpur,Engineering,Private,False,closed,False,False,,1976.0,2-3146191509,2026-08-13,,
INST_0193,"G.L. Bajaj Engineering College, Mysuru",Karnataka,Mysuru,Mysuru,Engineering,Private,True,active,False,True,2027-12-26,1992.0,7-4138680667,2026-06-02,,
INST_0194,"D.Y. Patil Institute of Technology and Science, Patiala",Punjab,Patiala,Patiala,Engineering,Private,True,active,False,True,2024-10-29,1973.0,2-1102967400,2026-06-24,,
INST_0195,"Galgotias College of Engineering, Agra",Uttar Pradesh,Agra,Agra,Engineering,Private,True,active,False,True,2025-02-09,1994.0,8-1659102477,2026-07-03,,
INST_0196,"Government College of Applied Arts, Sambalpur",Odisha,Sambalpur,Sambalpur,Applied Arts,Govt,True,active,False,False,,1986.0,5-5577043881,2026-06-07,,
INST_0197,"Galgotias Institute of Engineering and Polytechnic, Haridwar",Uttarakhand,Haridwar,Haridwar,Polytechnic,Private,True,active,False,True,2025-10-09,2013.0,1-8092752102,2026-07-30,,
INST_0198,"Sinhgad Institute of Science and Technology, Ballari",Karnataka,Ballari,Ballari,Engineering,Private,True,active,False,False,,1969.0,2-6844749938,2026-05-23,,
INST_0199,"Manipal Institute of Pharmacy, Bhavnagar",Gujarat,Bhavnagar,Bhavnagar,Pharmacy,Private,True,active,False,False,,2002.0,5-5231236765,2026-06-26,,
INST_0200,"Government College of Engineering, Madurai",Tamil Nadu,Thanjavur,Thanjavur,Engineering,Govt,True,active,False,False,,1961.0,4-2313946629,2026-07-08,,
INST_0201,"G.L. Bajaj College of Architecture and Planning, Udaipur",Rajasthan,Udaipur,Udaipur,Architecture,Private,True,active,False,False,,2007.0,5-5124994272,2026-07-04,,
INST_0202,"Kongu College of Engineering and Technology, Aurangabad",Maharashtra,Aurangabad,Aurangabad,Engineering,Private,True,active,False,False,,1977.0,4-3594845618,2026-06-12,,
INST_0203,"Kakatiya Institute of Engineering and Management, Khammam",Telangana,Khammam,Khammam,Engineering,Private,True,active,False,False,,2018.0,1-5070114853,2026-08-08,,
INST_0204,"Sri Sathya Sai Institute of Technology, Gandhinagar",Gujarat,Gandhinagar,Gandhinagar,Engineering,Private,True,active,False,False,,2023.0,7-9331138557,2026-08-04,,
INST_0205,"Government College of Applied Arts, Daman",Daman And Diu,Daman,Daman,Applied Arts,Govt,False,closed,False,True,2030-02-16,1969.0,6-5002915516,2026-08-01,,
INST_0206,"Government Engineering College, Bardhaman",West Bengal,Bardhaman,Bardhaman,Engineering,Govt,True,active,False,True,2024-08-29,1970.0,2-1004108408,2026-07-15,,
INST_0207,"Srinivasa Institute of Technology and Science, Nashik",Maharashtra,Nashik,Nashik,Engineering,Private,True,active,True,False,,1976.0,4-3598885790,2026-07-21,,
INST_0208,"Government College of Engineering, Ghaziabad",Uttar Pradesh,Ghaziabad,Ghaziabad,Engineering,Govt,True,active,False,True,2024-11-25,2016.0,6-1925682848,2026-07-09,,
INST_0209,"Government Institute of Applied Arts, Madurai",Tamil Nadu,Madurai,Madurai,Applied Arts,Govt,True,active,False,True,2030-05-18,1987.0,2-8650380945,2026-06-06,,
INST_0210,"Rajalakshmi Institute of Engineering and Polytechnic, Ahmedabad",Gujarat,Ahmedabad,Ahmedabad,Polytechnic,Private,True,active,False,False,,1985.0,6-7360999297,2026-07-25,,
INST_0211,"Government Polytechnic, Ghaziabad",Uttar Pradesh,Ghaziabad,Ghaziabad,Polytechnic,Govt,True,active,False,False,,2015.0,3-4559092584,2026-07-27,,
INST_0212,Rohtak Vaagdevi Engineering College and Technology,Haryana,Rohtak,Rohtak,Engineering,Private,True,active,False,False,,1985.0,4-6195873725,2026-07-26,,
INST_0213,"Symbiosis Institute of Technology and Science, Pune",Maharashtra,Pune,Pune,Engineering,Private,True,active,False,False,,2013.0,2-4218976126,2026-06-26,,
INST_0214,"Anurag Institute of Science and Technology, Guntur",Andhra Pradesh,Guntur,Guntur,Engineering,Private,True,active,False,True,2030-10-16,2021.0,6-7896539842,2026-06-07,,
INST_0215,"Vignan College of Engineering and Technology, Amritsar",Punjab,Amritsar,Amritsar,Engineering,Private,True,active,False,True,2026-05-24,1989.0,3-9656081539,2026-07-18,,
INST_0216,"Christ Institute of Engineering and Technology, Madurai",Tamil Nadu,Madurai,Madurai,Engineering,Private,True,active,False,False,,1972.0,6-5939271761,2026-06-15,,
INST_0217,Chennai Velammal Engineering College and Technology,Tamil Nadu,Chennai,Chennai,Engineering,Private,False,closed,False,True,2024-05-21,1971.0,5-7047775652,2026-05-31,,
INST_0218,"Government Engineering College, Kota",Rajasthan,Kota,Kota,Engineering,Govt,True,active,False,True,2030-04-30,1965.0,4-1832325155,2026-06-05,,
INST_0219,"Vels Institute of Engineering and Management, Kolhapur.",Maharashtra,Kolhapur,Kolhapur,Engineering,Private,False,closed,False,False,,1966.0,3-5045855650,2026-06-19,,
INST_0220,"Hindustan Institute of Engineering and Management, Durgapur",West Bengal,Durgapur,Durgapur,Engineering,Private,True,active,False,True,2025-06-14,2019.0,4-7593810820,2026-06-21,,
INST_0221,"Sreyas Engineering College, Nashik",Maharashtra,Nashik,Nashik,Engineering,Private,True,active,False,True,2028-12-09,2007.0,6-7817433804,2026-07-31,,
INST_0222,"Dr. B.R. Ambedkar Business School, Leh",Ladakh,Leh,Leh,Management,Private,True,active,False,False,,1999.0,1-6306107174,2026-06-22,,
INST_0223,"Kalasalingam Institute of Technology and Science, Pune",Maharashtra,Pune,Pune,Engineering,Private,True,active,False,True,2027-08-26,1989.0,2-2918857140,2026-08-10,,
INST_0224,"BMS Institute of Technology and Science, Vellore",Tamil Nadu,Vellore,Vellore,Engineering,Private,True,active,False,True,2027-10-24,2011.0,3-6957493587,2026-08-07,,
INST_0225,"Government School of Architecture, Vizianagaram",Andhra Pradesh,Vizianagaram,Vizianagaram,Architecture,Govt,True,active,True,False,,2022.0,5-2852442197,2026-07-28,,
INST_0226,"Chaitanya Engineering College, Vijayawada",Andhra Pradesh,Vijayawada,Vijayawada,Engineering,Private,False,closed,False,False,,1978.0,7-7306873055,2026-07-17,,
INST_0227,"SRM Polytechnic, South Delhi",Delhi,South Delhi,South Delhi,Polytechnic,Private,True,active,False,True,2028-04-06,1981.0,8-9625192773,2026-05-24,,
INST_0228,"K.S.R. Institute of Science and Technology, Ajmer",Rajasthan,Ajmer,Ajmer,Engineering,Private,True,active,False,False,,1978.0,5-9765666766,2026-08-10,,
INST_0229,"Vishwakarma Institute of Science and Technology, Ballari",Karnataka,Ballari,Ballari,Engineering,Private,True,active,False,True,2029-07-24,2023.0,2-9101334475,2026-07-08,,
INST_0230,"Government College of Pharmacy, Gwalior",Madhya Pradesh,Gwalior,Gwalior,Pharmacy,Govt,True,active,True,False,,1979.0,3-4057244187,2026-06-06,,
INST_0231,"Vignan Institute of Engineering and Technology, Davanagere",Karnataka,Davanagere,Davanagere,Engineering,Private,True,active,False,False,,1980.0,6-7997474458,2026-07-28,,
INST_0232,"Government Institute of Management, Cuttack",Odisha,Cuttack,Cuttack,Management,Govt,True,active,False,False,,2001.0,7-4252546781,2026-07-04,,
INST_0233,CVR Institute of Engineering & Technology,West Bengal,Howrah,Howrah,Engineering,Private,False,closed,False,False,,2003.0,2-2027894297,2026-06-08,,
INST_0234,"Government Polytechnic, Panipat",Haryana,Panipat,Panipat,Polytechnic,Govt,False,active,False,False,,1999.0,5-9323560022,2026-07-19,,
INST_0235,"NMAM School of Business Administration, Jalandhar",Punjab,Jalandhar,Jalandhar,Management,Private,True,active,False,False,,1966.0,1-9776458812,2026-08-01,,
INST_0236,"Manipal Institute of Management Studies, Karimnagar",Telangana,Karimnagar,Karimnagar,Management,Private,True,active,False,False,,2005.0,3-4075971470,2026-07-04,,
INST_0237,"K.S.R. Institute of Science and Technology, Raipur",Chhattisgarh,Raipur,Raipur,Engineering,Private,True,active,False,False,,2021.0,1-8101730607,2026-07-30,,
INST_0238,"PES Institute of Technology, Srinagar",Jammu And Kashmir,Srinagar,Srinagar,Engineering,Private,True,active,False,True,2027-04-16,1981.0,4-5780485929,2026-08-02,,
INST_0239,"Government College of Engineering, Tirunelveli.",Tamil Nadu,Tirunelveli,Tirunelveli,Engineering,Govt,True,active,False,True,2029-09-15,1987.0,8-7490933245,2026-07-17,,
INST_0240,"Kalasalingam College of Engineering, Khammam",Telangana,Khammam,Khammam,Engineering,Private,True,active,False,False,,1977.0,7-2858116963,2026-07-27,,
INST_0241,"Government Engineering College, Vizianagaram",Andhra Pradesh,Vizianagaram,Vizianagaram,Engineering,Govt,,unapproved,False,True,2027-02-05,1980.0,2-7081565859,2026-07-01,,
INST_0242,Karaikal Government College of Engineering,Puducherry,Karaikal,Karaikal,Engineering,Govt,False,closed,False,True,2025-05-04,1971.0,3-5248262599,2026-06-15,,
INST_0243,"Girijananda Chowdhury Institute of Management and Technology, Faridabad",Haryana,Faridabad,Faridabad,Management,Private,True,active,True,True,2024-05-13,2008.0,7-1492556806,2026-07-08,,
INST_0244,"NMAM Institute of Technology, Hubballi",Karnataka,Hubballi,Hubballi,Engineering,Private,True,active,False,False,,2011.0,4-2182349906,2026-05-21,,
INST_0245,"GOVERNMENT INSTITUTE OF MANAGEMENT, UDAIPUR",Rajasthan,Udaipur,Udaipur,Management,Govt,True,active,False,False,,2012.0,8-3505315710,2026-06-29,,
INST_0246,"Government College of Engineering, Rajkot",Gujarat,Rajkot,Rajkot,Engineering,Govt,True,active,False,False,,1981.0,6-4626429840,2026-07-20,,
INST_0247,"Government School of Architecture, Varanasi",Uttar Pradesh,Varanasi,Varanasi,Architecture,Govt,True,active,False,True,2030-03-18,2004.0,4-6086825137,2026-07-08,,
INST_0248,"Geethanjali Institute of Management Studies, Sagar",Madhya Pradesh,Sagar,Sagar,Management,Private,,unapproved,False,False,,1966.0,6-9162290320,2026-08-03,,
INST_0249,"G.L. Bajaj College of Pharmacy, Junagadh",Gujarat,Junagadh,Junagadh,Pharmacy,Private,False,closed,False,False,,2003.0,7-7718658054,2026-07-11,,
INST_0250,"Kongu Institute of Engineering and Management, Guwahati",Assam,Guwahati,Guwahati,Engineering,Private,True,active,False,True,2030-04-22,1993.0,5-1168113563,2026-07-07,,
INST_0251,"Thiagarajar Pharmacy College, Kolhapur.",Maharashtra,Kolhapur,Kolhapur,Pharmacy,Private,False,closed,False,True,2026-11-11,1974.0,2-7197174041,2026-07-24,,
INST_0252,"Government Engineering College, Kadapa",Andhra Pradesh,Kadapa,Kadapa,Engineering,Govt,True,active,False,False,,1997.0,2-2787328048,2026-07-13,,
INST_0253,"Lokmanya Engg. College, Gwalior",Madhya Pradesh,Gwalior,Gwalior,Engineering,Private,True,active,False,True,2028-11-14,1995.0,8-3114158691,2026-06-25,,
INST_0254,"SRM Engineering College, Karimnagar",Telangana,Karimnagar,Karimnagar,Engineering,Private,True,active,False,False,,2018.0,7-6038116416,2026-07-23,,
INST_0255,Government College of Engineering,Himachal Pradesh,Shimla,Shimla,Engineering,Govt,True,active,False,False,,1995.0,4-2881478106,2026-07-08,,
INST_0256,"Vishwakarma Institute of Technology and Science, Nashik",Maharashtra,Nashik,Nashik,Engineering,Private,True,active,False,False,,2023.0,5-5627356871,2026-07-08,,
INST_0257,"Government Institute of Pharmaceutical Sciences, Salem",Tamil Nadu,Salem,Salem,Pharmacy,Govt,True,active,False,False,,1995.0,8-1652701582,2026-07-30,,
INST_0258,"Government College of Management Studies, Guntur",Andhra Pradesh,Guntur,Guntur,Management,Govt,True,active,False,True,2027-09-13,1963.0,6-9619412183,2026-07-19,,
INST_0259,"Government College of Engineering, Ahmedabad",Gujarat,Ahmedabad,Ahmedabad,Engineering,Govt,True,active,False,False,,1987.0,2-6444766573,2026-06-14,,
INST_0260,"Siddhartha Institute of Engineering and Polytechnic, Lucknow",Uttar Pradesh,Lucknow,Lucknow,Polytechnic,Private,,active,False,True,2024-05-24,1975.0,7-3623795108,2026-08-12,,
INST_0261,"Jain College of Pharmacy, Ujjain",Madhya Pradesh,Ujjain,Ujjain,Pharmacy,Private,True,active,True,False,,1967.0,2-1637352248,2026-08-01,,
INST_0262,"Vasavi Institute of Business Management, Balasore",Odisha,Balasore,Balasore,Management,Private,False,closed,True,False,,1962.0,5-1804119761,2026-07-05,,
INST_0263,"Shri College of Engineering and Technology, Vizianagaram",Andhra Pradesh,Vizianagaram,Vizianagaram,Engineering,Private,True,active,False,False,,1987.0,3-2921618869,2026-08-14,,
INST_0264,"Kalasalingam School of Planning and Architecture, Lucknow",Uttar Pradesh,Lucknow,Lucknow,Architecture,Private,True,active,False,False,,1989.0,7-8326846078,2026-05-23,,
INST_0265,"Government School of Architecture, Ballari",Karnataka,Ballari,Ballari,Architecture,Govt,,unapproved,False,True,2030-01-13,2008.0,7-5756692807,2026-07-08,,
INST_0266,"Vasavi Business School, Madurai",Tamil Nadu,Madurai,Madurai,Management,Private,True,active,False,False,,1972.0,5-9570256543,2026-06-24,,
INST_0267,"Shri Institute of Engineering and Polytechnic, Kurnool",Andhra Pradesh,Kurnool,Kurnool,Polytechnic,Private,True,active,False,False,,2023.0,8-4895560002,2026-07-07,,
INST_0268,"Amrita Institute of Engineering and Management, Junagadh",Gujarat,Junagadh,Junagadh,Engineering,Private,True,active,True,False,,1991.0,3-5533619135,2026-06-15,,
INST_0269,"G.L. Bajaj College of Engineering and Technology, Varanasi",Uttar Pradesh,Varanasi,Varanasi,Autonomous,Private,True,active,False,True,2024-11-23,2012.0,3-7675742245,2026-06-04,,
INST_0270,"Saveetha Engineering College and Technology, Allahabad",Uttar Pradesh,Allahabad,Allahabad,Engineering,Private,True,active,True,False,,1978.0,4-1419041381,2026-06-08,,
INST_0271,"K.S.R. Institute of Technology, Visakhapatnam",Andhra Pradesh,Visakhapatnam,Visakhapatnam,Engineering,Private,False,closed,False,True,2026-05-17,2017.0,5-5177775973,2026-06-21,,
INST_0272,"Government Institute of Management, Rajkot",Gujarat,Rajkot,Rajkot,Management,Govt,True,active,False,False,,1995.0,1-7427219933,2026-08-03,,
INST_0273,"Lokmanya Institute of Engineering and Management, Kurukshetra",Haryana,Kurukshetra,Kurukshetra,Engineering,Private,True,active,False,False,,2006.0,5-5930557595,2026-06-28,,
INST_0274,"Government Engineering College, Aizawl",Mizoram,Aizawl,Aizawl,Engineering,Govt,True,active,True,True,2028-02-11,2015.0,1-9475100823,2026-07-04,,
INST_0275,"Kalasalingam College of Management Studies, Meerut",Uttar Pradesh,Meerut,Meerut,Management,Private,True,active,False,False,,1970.0,1-9050751169,2026-06-14,,
INST_0276,"Government Engineering College, Kurnool",Andhra Pradesh,Vijayawada,Vijayawada,Engineering,Govt,True,active,False,True,2028-08-13,1965.0,3-5254171877,2026-06-30,,
INST_0277,"Ideal Business School, Gurugram",Haryana,Gurugram,Gurugram,Management,Private,True,active,False,True,2029-03-19,2002.0,5-1086266942,2026-07-05,,
INST_0278,"Anurag Institute of Engineering and Management, Ahmedabad.",Gujarat,Ahmedabad,Ahmedabad,Engineering,Private,True,active,False,True,2030-09-21,1968.0,6-4125249337,2026-06-26,,
INST_0279,BENGALURU GOVERNMENT ENGINEERING COLLEGE,Karnataka,Bengaluru,Bengaluru,Engineering,Govt,True,active,False,False,,1989.0,4-8748127945,2026-06-18,,
INST_0280,"Kalasalingam Institute of Engineering and Technology, Belagavi",Karnataka,Belagavi,Belagavi,Engineering,Private,True,active,False,False,,1990.0,5-9416717903,2026-06-07,,
INST_0281,"Vishwakarma Institute of Pharmacy, Bhubaneswar",Odisha,Bhubaneswar,Bhubaneswar,Pharmacy,Private,True,active,False,False,,1989.0,4-7460839774,2026-08-13,,
INST_0282,"Government Engineering College, Siddipet",Telangana,Adilabad,Adilabad,Engineering,Govt,True,active,False,False,,2006.0,7-7567234150,2026-07-23,,
INST_0283,"Sri Indu College of Architecture, Guwahati",Assam,Guwahati,Guwahati,Architecture,Private,True,active,False,False,,1967.0,6-7139920570,2026-06-06,,
INST_0284,"Government College of Pharmacy, Salem",Tamil Nadu,Salem,Salem,Pharmacy,Govt,True,active,False,False,,1989.0,3-5874403450,2026-06-24,,
INST_0285,"Lendi Institute of Engineering and Technology, Haldia",West Bengal,Haldia,Haldia,Engineering,Private,True,active,False,False,,1969.0,6-6116354840,2026-07-02,,
INST_0286,"Rajalakshmi Institute of Technology, Kanpur",Uttar Pradesh,Kanpur,Kanpur,Engineering,Private,True,active,False,False,,1960.0,5-9391027684,2026-07-01,,
INST_0287,"Srinivasa College of Architecture, Thanjavur",Tamil Nadu,Thanjavur,Thanjavur,Architecture,Private,True,active,False,True,2025-09-04,1986.0,7-1846953361,2026-06-11,,
INST_0288,"Kalasalingam College of Architecture and Planning, Durgapur",West Bengal,Durgapur,Durgapur,Architecture,Private,True,active,False,True,2026-08-25,1974.0,7-4221021890,2026-05-29,,
INST_0289,"Manipal Institute of Engineering and Technology, Bilaspur",Chhattisgarh,Bilaspur,Bilaspur,Engineering,Private,True,active,False,False,,1991.0,2-8902422802,2026-08-10,,
INST_0290,"Vels Institute of Polytechnic Studies, Balasore",Odisha,Balasore,Balasore,Polytechnic,Private,True,active,False,False,,1994.0,2-4952863465,2026-05-22,,
INST_0291,"Government Engineering College, Coimbatore",Tamil Nadu,Thanjavur,Thanjavur,Engineering,Govt,True,active,False,False,,1963.0,8-5471503478,2026-08-16,,
INST_0292,"Reva Institute of Technology, Gwalior",Madhya Pradesh,Gwalior,Gwalior,Engineering,Private,True,active,False,True,2027-03-28,2014.0,5-5895006092,2026-07-10,,
INST_0293,"Anurag Institute of Technology and Science, Aurangabad",Maharashtra,Aurangabad,Aurangabad,Engineering,Private,True,active,False,False,,1985.0,6-7400184469,2026-07-08,,
INST_0294,"Indian Institute of Information Technology, Pune",Maharashtra,Pune,Pune,Autonomous,Govt,True,active,False,False,,1960.0,1-2416662451,2026-06-24,,
INST_0295,"Lokmanya Institute of Pharmaceutical Sciences, Rewa",Madhya Pradesh,Rewa,Rewa,Pharmacy,Private,True,active,False,True,2028-02-27,2009.0,8-7656566213,2026-07-23,,
INST_0296,"Galgotias Engineering College, Karimnagar",Telangana,Karimnagar,Karimnagar,Autonomous,Private,True,active,False,False,,1976.0,1-9400164215,2026-07-18,,
INST_0297,"Government College of Engineering, Siliguri",West Bengal,Siliguri,Siliguri,Engineering,Govt,True,active,False,False,,1978.0,8-6626969843,2026-05-30,,
INST_0298,"Sri Indu Institute of Science and Technology, Anantapur",Andhra Pradesh,Anantapur,Anantapur,Engineering,Private,True,active,False,True,2030-07-21,2001.0,8-3427653989,2026-08-02,,
INST_0299,Symbiosis Institute of Engineering & Management,Gujarat,Rajkot,Rajkot,Engineering,Private,True,active,False,True,2026-10-01,1990.0,7-7050033066,2026-07-12,,
INST_0300,"Galgotias College of Pharmacy and Research, Muzaffarpur",Bihar,Muzaffarpur,Muzaffarpur,Pharmacy,Private,True,active,False,False,,2001.0,8-9975784846,2026-05-20,,
INST_0301,"Siddhartha School of Management, Patna",Bihar,Patna,Patna,Management,Private,True,active,True,True,2024-02-26,2011.0,7-1781211220,2026-07-28,,
INST_0302,"Matrusri Institute of Engineering and Management, Srinagar",Jammu And Kashmir,Srinagar,Srinagar,Engineering,Private,False,closed,False,True,2025-01-13,2006.0,2-2707152885,2026-06-25,,
INST_0303,"Thapar Engineering College, Ajmer",Rajasthan,Ajmer,Ajmer,Engineering,Private,True,active,True,False,,1978.0,1-4291751469,2026-05-18,,
INST_0304,"Amity Business School, Kannur",Kerala,Kannur,Kannur,Management,Private,True,active,False,False,,1966.0,5-6480095292,2026-06-21,,
INST_0305,"Government College of Engineering, Lucknow",Uttar Pradesh,Lucknow,Lucknow,Engineering,Govt,True,active,False,True,2026-11-16,2005.0,5-9701313272,2026-08-11,,
INST_0306,"Kalasalingam Institute of Polytechnic, Jamshedpur",Jharkhand,Jamshedpur,Jamshedpur,Polytechnic,Private,True,active,False,False,,2011.0,1-9434382741,2026-08-14,,
INST_0307,"Government Institute of Applied Arts, West Delhi",Delhi,West Delhi,West Delhi,Applied Arts,Govt,,unapproved,False,False,,2013.0,4-3449106801,2026-06-04,,
INST_0308,"Kakatiya Institute of Engineering and Technology, Vijayawada",Andhra Pradesh,Vijayawada,Vijayawada,Engineering,Private,True,active,False,False,,1970.0,8-2432113242,2026-06-21,,
INST_0309,"Government Institute of Management, Pune",Maharashtra,Pune,Pune,Management,Govt,True,active,False,False,,1970.0,2-9136946082,2026-06-03,,
INST_0310,"KLE Institute of Technology and Science, Gwalior",Madhya Pradesh,Gwalior,Gwalior,Autonomous,Govt,True,active,False,False,,2020.0,3-4621304046,2026-07-06,,
INST_0311,Kanpur Sardar Institute of Business Management,Uttar Pradesh,Kanpur,Kanpur,Management,Private,False,closed,True,False,,2007.0,3-4857812590,2026-06-14,,
INST_0312,"Hindustan College of Engineering, Ajmer",Rajasthan,Ajmer,Ajmer,Engineering,Private,True,active,False,False,,2005.0,3-8729882609,2026-06-11,,
INST_0313,"Kalinga Pharmacy College, Sagar",Madhya Pradesh,Sagar,Sagar,Pharmacy,Private,False,closed,True,False,,1985.0,7-5356044106,2026-06-05,,
INST_0314,"Lovely Institute of Engineering and Management, Dimapur",Nagaland,Dimapur,Dimapur,Engineering,Private,True,active,False,True,2027-01-10,2020.0,4-8307374580,2026-08-05,,
INST_0315,"Government College of Engineering, Bhagalpur",Bihar,Bhagalpur,Bhagalpur,Engineering,Govt,True,active,False,False,,1976.0,8-1463498912,2026-06-29,,
INST_0316,"Vels Institute of Technology, Junagadh",Gujarat,Junagadh,Junagadh,Engineering,Private,True,active,False,False,,2011.0,6-6265015781,2026-06-12,,
INST_0317,"Government College of Pharmacy, Nizamabad",Telangana,Nizamabad,Nizamabad,Pharmacy,Govt,True,active,False,True,2029-02-19,2004.0,3-3599067095,2026-05-23,,
INST_0318,"Thapar Institute of Technology, Nagpur",Maharashtra,Nagpur,Nagpur,Engineering,Private,True,active,False,False,,1961.0,1-2004709098,2026-06-04,,
