id,master_entity_id,entity_type,source_system,source_database,source_table,source_record_id,match_score,created_at
21283,CRS_518,course,postgres,courses_db,courses,517,1.0,2026-08-17 10:10:59.335882+00:00
21284,CRS_519,course,postgres,courses_db,courses,518,1.0,2026-08-17 10:10:59.335882+00:00
21285,CRS_520,course,postgres,courses_db,courses,519,1.0,2026-08-17 10:10:59.335882+00:00
21286,CRS_521,course,postgres,courses_db,courses,520,1.0,2026-08-17 10:10:59.335882+00:00
21287,CRS_522,course,postgres,courses_db,courses,521,1.0,2026-08-17 10:10:59.335882+00:00
21288,CRS_523,course,postgres,courses_db,courses,522,1.0,2026-08-17 10:10:59.335882+00:00
21289,CRS_524,course,postgres,courses_db,courses,523,1.0,2026-08-17 10:10:59.335882+00:00
21290,CRS_525,course,postgres,courses_db,courses,524,1.0,2026-08-17 10:10:59.335882+00:00
21291,CRS_526,course,postgres,courses_db,courses,525,1.0,2026-08-17 10:10:59.335882+00:00
21292,CRS_527,course,postgres,courses_db,courses,526,1.0,2026-08-17 10:10:59.335882+00:00
21293,CRS_528,course,postgres,courses_db,courses,527,1.0,2026-08-17 10:10:59.335882+00:00
21294,CRS_529,course,postgres,courses_db,courses,528,1.0,2026-08-17 10:10:59.335882+00:00
21295,CRS_530,course,postgres,courses_db,courses,529,1.0,2026-08-17 10:10:59.335882+00:00
21296,CRS_531,course,postgres,courses_db,courses,530,1.0,2026-08-17 10:10:59.335882+00:00
21297,CRS_532,course,postgres,courses_db,courses,531,1.0,2026-08-17 10:10:59.335882+00:00
21298,CRS_533,course,postgres,courses_db,courses,532,1.0,2026-08-17 10:10:59.335882+00:00
21299,CRS_534,course,postgres,courses_db,courses,533,1.0,2026-08-17 10:10:59.335882+00:00
21300,CRS_535,course,postgres,courses_db,courses,534,1.0,2026-08-17 10:10:59.335882+00:00
21301,CRS_536,course,postgres,courses_db,courses,535,1.0,2026-08-17 10:10:59.335882+00:00
21302,CRS_537,course,postgres,courses_db,courses,536,1.0,2026-08-17 10:10:59.335882+00:00
21303,CRS_538,course,postgres,courses_db,courses,537,1.0,2026-08-17 10:10:59.335882+00:00
21304,CRS_539,course,postgres,courses_db,courses,538,1.0,2026-08-17 10:10:59.335882+00:00
21305,CRS_540,course,postgres,courses_db,courses,539,1.0,2026-08-17 10:10:59.335882+00:00
21306,CRS_541,course,postgres,courses_db,courses,540,1.0,2026-08-17 10:10:59.335882+00:00
21307,CRS_542,course,postgres,courses_db,courses,541,1.0,2026-08-17 10:10:59.335882+00:00
21308,CRS_543,course,postgres,courses_db,courses,542,1.0,2026-08-17 10:10:59.335882+00:00
21309,CRS_544,course,postgres,courses_db,courses,543,1.0,2026-08-17 10:10:59.335882+00:00
21310,CRS_545,course,postgres,courses_db,courses,544,1.0,2026-08-17 10:10:59.335882+00:00
21311,CRS_546,course,postgres,courses_db,courses,545,1.0,2026-08-17 10:10:59.335882+00:00
21312,CRS_547,course,postgres,courses_db,courses,546,1.0,2026-08-17 10:10:59.335882+00:00
21313,CRS_548,course,postgres,courses_db,courses,547,1.0,2026-08-17 10:10:59.335882+00:00
21314,CRS_549,course,postgres,courses_db,courses,548,1.0,2026-08-17 10:10:59.335882+00:00
21315,CRS_550,course,postgres,courses_db,courses,549,1.0,2026-08-17 10:10:59.335882+00:00
21316,CRS_551,course,postgres,courses_db,courses,550,1.0,2026-08-17 10:10:59.335882+00:00
21317,CRS_552,course,postgres,courses_db,courses,551,1.0,2026-08-17 10:10:59.335882+00:00
21318,CRS_553,course,postgres,courses_db,courses,552,1.0,2026-08-17 10:10:59.335882+00:00
21319,CRS_554,course,postgres,courses_db,courses,553,1.0,2026-08-17 10:10:59.335882+00:00
21320,CRS_555,course,postgres,courses_db,courses,554,1.0,2026-08-17 10:10:59.335882+00:00
21321,CRS_556,course,postgres,courses_db,courses,555,1.0,2026-08-17 10:10:59.335882+00:00
21322,CRS_557,course,postgres,courses_db,courses,556,1.0,2026-08-17 10:10:59.335882+00:00
21323,CRS_558,course,postgres,courses_db,courses,557,1.0,2026-08-17 10:10:59.335882+00:00
21324,CRS_559,course,postgres,courses_db,courses,558,1.0,2026-08-17 10:10:59.335882+00:00
21325,CRS_560,course,postgres,courses_db,courses,559,1.0,2026-08-17 10:10:59.335882+00:00
21326,CRS_561,course,postgres,courses_db,courses,560,1.0,2026-08-17 10:10:59.335882+00:00
21327,CRS_562,course,postgres,courses_db,courses,561,1.0,2026-08-17 10:10:59.335882+00:00
21328,CRS_563,course,postgres,courses_db,courses,562,1.0,2026-08-17 10:10:59.335882+00:00
21329,CRS_564,course,postgres,courses_db,courses,563,1.0,2026-08-17 10:10:59.335882+00:00
21330,CRS_565,course,postgres,courses_db,courses,564,1.0,2026-08-17 10:10:59.335882+00:00
21331,CRS_566,course,postgres,courses_db,courses,565,1.0,2026-08-17 10:10:59.335882+00:00
21332,CRS_567,course,postgres,courses_db,courses,566,1.0,2026-08-17 10:10:59.335882+00:00
21333,CRS_568,course,postgres,courses_db,courses,567,1.0,2026-08-17 10:10:59.335882+00:00
21334,CRS_569,course,postgres,courses_db,courses,568,1.0,2026-08-17 10:10:59.335882+00:00
21335,CRS_570,course,postgres,courses_db,courses,569,1.0,2026-08-17 10:10:59.335882+00:00
21336,CRS_571,course,postgres,courses_db,courses,570,1.0,2026-08-17 10:10:59.335882+00:00
21337,CRS_572,course,postgres,courses_db,courses,571,1.0,2026-08-17 10:10:59.335882+00:00
21338,CRS_573,course,postgres,courses_db,courses,572,1.0,2026-08-17 10:10:59.335882+00:00
21339,CRS_574,course,postgres,courses_db,courses,573,1.0,2026-08-17 10:10:59.335882+00:00
21340,CRS_575,course,postgres,courses_db,courses,574,1.0,2026-08-17 10:10:59.335882+00:00
21341,CRS_576,course,postgres,courses_db,courses,575,1.0,2026-08-17 10:10:59.335882+00:00
21342,CRS_577,course,postgres,courses_db,courses,576,1.0,2026-08-17 10:10:59.335882+00:00
21343,CRS_578,course,postgres,courses_db,courses,577,1.0,2026-08-17 10:10:59.335882+00:00
21344,CRS_579,course,postgres,courses_db,courses,578,1.0,2026-08-17 10:10:59.335882+00:00
21345,CRS_580,course,postgres,courses_db,courses,579,1.0,2026-08-17 10:10:59.335882+00:00
21346,CRS_581,course,postgres,courses_db,courses,580,1.0,2026-08-17 10:10:59.335882+00:00
21347,CRS_582,course,postgres,courses_db,courses,581,1.0,2026-08-17 10:10:59.335882+00:00
21348,CRS_583,course,postgres,courses_db,courses,582,1.0,2026-08-17 10:10:59.335882+00:00
21349,CRS_584,course,postgres,courses_db,courses,583,1.0,2026-08-17 10:10:59.335882+00:00
21350,CRS_585,course,postgres,courses_db,courses,584,1.0,2026-08-17 10:10:59.335882+00:00
21351,CRS_586,course,postgres,courses_db,courses,585,1.0,2026-08-17 10:10:59.335882+00:00
21352,CRS_587,course,postgres,courses_db,courses,586,1.0,2026-08-17 10:10:59.335882+00:00
21353,CRS_588,course,postgres,courses_db,courses,587,1.0,2026-08-17 10:10:59.335882+00:00
21354,CRS_589,course,postgres,courses_db,courses,588,1.0,2026-08-17 10:10:59.335882+00:00
21355,CRS_590,course,postgres,courses_db,courses,589,1.0,2026-08-17 10:10:59.335882+00:00
21356,CRS_591,course,postgres,courses_db,courses,590,1.0,2026-08-17 10:10:59.335882+00:00
21357,CRS_592,course,postgres,courses_db,courses,591,1.0,2026-08-17 10:10:59.335882+00:00
21358,CRS_593,course,postgres,courses_db,courses,592,1.0,2026-08-17 10:10:59.335882+00:00
21359,CRS_594,course,postgres,courses_db,courses,593,1.0,2026-08-17 10:10:59.335882+00:00
21360,CRS_595,course,postgres,courses_db,courses,594,1.0,2026-08-17 10:10:59.335882+00:00
21361,CRS_596,course,postgres,courses_db,courses,595,1.0,2026-08-17 10:10:59.335882+00:00
21362,CRS_597,course,postgres,courses_db,courses,596,1.0,2026-08-17 10:10:59.335882+00:00
21363,CRS_598,course,postgres,courses_db,courses,597,1.0,2026-08-17 10:10:59.335882+00:00
21364,CRS_599,course,postgres,courses_db,courses,598,1.0,2026-08-17 10:10:59.335882+00:00
21365,CRS_600,course,postgres,courses_db,courses,599,1.0,2026-08-17 10:10:59.335882+00:00
21366,CRS_601,course,postgres,courses_db,courses,600,1.0,2026-08-17 10:10:59.335882+00:00
21367,CRS_602,course,postgres,courses_db,courses,601,1.0,2026-08-17 10:10:59.335882+00:00
21368,CRS_603,course,postgres,courses_db,courses,602,1.0,2026-08-17 10:10:59.335882+00:00
21369,CRS_604,course,postgres,courses_db,courses,603,1.0,2026-08-17 10:10:59.335882+00:00
21370,CRS_605,course,postgres,courses_db,courses,604,1.0,2026-08-17 10:10:59.335882+00:00
21371,CRS_606,course,postgres,courses_db,courses,605,1.0,2026-08-17 10:10:59.335882+00:00
21372,CRS_607,course,postgres,courses_db,courses,606,1.0,2026-08-17 10:10:59.335882+00:00
21373,CRS_608,course,postgres,courses_db,courses,607,1.0,2026-08-17 10:10:59.335882+00:00
21374,CRS_609,course,postgres,courses_db,courses,608,1.0,2026-08-17 10:10:59.335882+00:00
21375,CRS_610,course,postgres,courses_db,courses,609,1.0,2026-08-17 10:10:59.335882+00:00
21376,CRS_611,course,postgres,courses_db,courses,610,1.0,2026-08-17 10:10:59.335882+00:00
21377,CRS_612,course,postgres,courses_db,courses,611,1.0,2026-08-17 10:10:59.335882+00:00
21378,CRS_613,course,postgres,courses_db,courses,612,1.0,2026-08-17 10:10:59.335882+00:00
21379,CRS_614,course,postgres,courses_db,courses,613,1.0,2026-08-17 10:10:59.335882+00:00
21380,CRS_615,course,postgres,courses_db,courses,614,1.0,2026-08-17 10:10:59.335882+00:00
21381,CRS_616,course,postgres,courses_db,courses,615,1.0,2026-08-17 10:10:59.335882+00:00
21382,CRS_617,course,postgres,courses_db,courses,616,1.0,2026-08-17 10:10:59.335882+00:00
21383,CRS_618,course,postgres,courses_db,courses,617,1.0,2026-08-17 10:10:59.335882+00:00
21384,CRS_619,course,postgres,courses_db,courses,618,1.0,2026-08-17 10:10:59.335882+00:00
21385,CRS_620,course,postgres,courses_db,courses,619,1.0,2026-08-17 10:10:59.335882+00:00
21386,CRS_621,course,postgres,courses_db,courses,620,1.0,2026-08-17 10:10:59.335882+00:00
21387,CRS_622,course,postgres,courses_db,courses,621,1.0,2026-08-17 10:10:59.335882+00:00
21388,CRS_623,course,postgres,courses_db,courses,622,1.0,2026-08-17 10:10:59.335882+00:00
21389,CRS_624,course,postgres,courses_db,courses,623,1.0,2026-08-17 10:10:59.335882+00:00
21390,CRS_625,course,postgres,courses_db,courses,624,1.0,2026-08-17 10:10:59.335882+00:00
21391,CRS_626,course,postgres,courses_db,courses,625,1.0,2026-08-17 10:10:59.335882+00:00
21392,CRS_627,course,postgres,courses_db,courses,626,1.0,2026-08-17 10:10:59.335882+00:00
21393,CRS_628,course,postgres,courses_db,courses,627,1.0,2026-08-17 10:10:59.335882+00:00
21394,CRS_629,course,postgres,courses_db,courses,628,1.0,2026-08-17 10:10:59.335882+00:00
21395,CRS_630,course,postgres,courses_db,courses,629,1.0,2026-08-17 10:10:59.335882+00:00
21396,CRS_631,course,postgres,courses_db,courses,630,1.0,2026-08-17 10:10:59.335882+00:00
21397,CRS_632,course,postgres,courses_db,courses,631,1.0,2026-08-17 10:10:59.335882+00:00
21398,CRS_633,course,postgres,courses_db,courses,632,1.0,2026-08-17 10:10:59.335882+00:00
21399,CRS_634,course,postgres,courses_db,courses,633,1.0,2026-08-17 10:10:59.335882+00:00
21400,CRS_635,course,postgres,courses_db,courses,634,1.0,2026-08-17 10:10:59.335882+00:00
21401,CRS_636,course,postgres,courses_db,courses,635,1.0,2026-08-17 10:10:59.335882+00:00
21402,CRS_637,course,postgres,courses_db,courses,636,1.0,2026-08-17 10:10:59.335882+00:00
21403,CRS_638,course,postgres,courses_db,courses,637,1.0,2026-08-17 10:10:59.335882+00:00
21404,CRS_639,course,postgres,courses_db,courses,638,1.0,2026-08-17 10:10:59.335882+00:00
21405,CRS_640,course,postgres,courses_db,courses,639,1.0,2026-08-17 10:10:59.335882+00:00
21406,CRS_641,course,postgres,courses_db,courses,640,1.0,2026-08-17 10:10:59.335882+00:00
21407,CRS_642,course,postgres,courses_db,courses,641,1.0,2026-08-17 10:10:59.335882+00:00
21408,CRS_643,course,postgres,courses_db,courses,642,1.0,2026-08-17 10:10:59.335882+00:00
21409,CRS_644,course,postgres,courses_db,courses,643,1.0,2026-08-17 10:10:59.335882+00:00
21410,CRS_645,course,postgres,courses_db,courses,644,1.0,2026-08-17 10:10:59.335882+00:00
21411,CRS_646,course,postgres,courses_db,courses,645,1.0,2026-08-17 10:10:59.335882+00:00
21412,CRS_647,course,postgres,courses_db,courses,646,1.0,2026-08-17 10:10:59.335882+00:00
21413,CRS_648,course,postgres,courses_db,courses,647,1.0,2026-08-17 10:10:59.335882+00:00
21414,CRS_649,course,postgres,courses_db,courses,648,1.0,2026-08-17 10:10:59.335882+00:00
21415,CRS_650,course,postgres,courses_db,courses,649,1.0,2026-08-17 10:10:59.335882+00:00
21416,CRS_651,course,postgres,courses_db,courses,650,1.0,2026-08-17 10:10:59.335882+00:00
21417,CRS_652,course,postgres,courses_db,courses,651,1.0,2026-08-17 10:10:59.335882+00:00
21418,CRS_653,course,postgres,courses_db,courses,652,1.0,2026-08-17 10:10:59.335882+00:00
21419,CRS_654,course,postgres,courses_db,courses,653,1.0,2026-08-17 10:10:59.335882+00:00
21420,CRS_655,course,postgres,courses_db,courses,654,1.0,2026-08-17 10:10:59.335882+00:00
21421,CRS_656,course,postgres,courses_db,courses,655,1.0,2026-08-17 10:10:59.335882+00:00
21422,CRS_657,course,postgres,courses_db,courses,656,1.0,2026-08-17 10:10:59.335882+00:00
21423,CRS_658,course,postgres,courses_db,courses,657,1.0,2026-08-17 10:10:59.335882+00:00
21424,CRS_659,course,postgres,courses_db,courses,658,1.0,2026-08-17 10:10:59.335882+00:00
21425,CRS_660,course,postgres,courses_db,courses,659,1.0,2026-08-17 10:10:59.335882+00:00
21426,CRS_661,course,postgres,courses_db,courses,660,1.0,2026-08-17 10:10:59.335882+00:00
21427,CRS_662,course,postgres,courses_db,courses,661,1.0,2026-08-17 10:10:59.335882+00:00
21428,CRS_663,course,postgres,courses_db,courses,662,1.0,2026-08-17 10:10:59.335882+00:00
21429,CRS_664,course,postgres,courses_db,courses,663,1.0,2026-08-17 10:10:59.335882+00:00
21430,CRS_665,course,postgres,courses_db,courses,664,1.0,2026-08-17 10:10:59.335882+00:00
21431,CRS_666,course,postgres,courses_db,courses,665,1.0,2026-08-17 10:10:59.335882+00:00
21432,CRS_667,course,postgres,courses_db,courses,666,1.0,2026-08-17 10:10:59.335882+00:00
21433,CRS_668,course,postgres,courses_db,courses,667,1.0,2026-08-17 10:10:59.335882+00:00
21434,CRS_669,course,postgres,courses_db,courses,668,1.0,2026-08-17 10:10:59.335882+00:00
21435,CRS_670,course,postgres,courses_db,courses,669,1.0,2026-08-17 10:10:59.335882+00:00
21436,CRS_671,course,postgres,courses_db,courses,670,1.0,2026-08-17 10:10:59.335882+00:00
21437,CRS_672,course,postgres,courses_db,courses,671,1.0,2026-08-17 10:10:59.335882+00:00
21438,CRS_673,course,postgres,courses_db,courses,672,1.0,2026-08-17 10:10:59.335882+00:00
21439,CRS_674,course,postgres,courses_db,courses,673,1.0,2026-08-17 10:10:59.335882+00:00
21440,CRS_675,course,postgres,courses_db,courses,674,1.0,2026-08-17 10:10:59.335882+00:00
21441,CRS_676,course,postgres,courses_db,courses,675,1.0,2026-08-17 10:10:59.335882+00:00
21442,CRS_677,course,postgres,courses_db,courses,676,1.0,2026-08-17 10:10:59.335882+00:00
21443,CRS_678,course,postgres,courses_db,courses,677,1.0,2026-08-17 10:10:59.335882+00:00
21444,CRS_679,course,postgres,courses_db,courses,678,1.0,2026-08-17 10:10:59.335882+00:00
21445,CRS_680,course,postgres,courses_db,courses,679,1.0,2026-08-17 10:10:59.335882+00:00
21446,CRS_681,course,postgres,courses_db,courses,680,1.0,2026-08-17 10:10:59.335882+00:00
21447,CRS_682,course,postgres,courses_db,courses,681,1.0,2026-08-17 10:10:59.335882+00:00
21448,CRS_683,course,postgres,courses_db,courses,682,1.0,2026-08-17 10:10:59.335882+00:00
21449,CRS_684,course,postgres,courses_db,courses,683,1.0,2026-08-17 10:10:59.335882+00:00
21450,CRS_685,course,postgres,courses_db,courses,684,1.0,2026-08-17 10:10:59.335882+00:00
21451,CRS_686,course,postgres,courses_db,courses,685,1.0,2026-08-17 10:10:59.335882+00:00
21452,CRS_687,course,postgres,courses_db,courses,686,1.0,2026-08-17 10:10:59.335882+00:00
21453,CRS_688,course,postgres,courses_db,courses,687,1.0,2026-08-17 10:10:59.335882+00:00
21454,CRS_689,course,postgres,courses_db,courses,688,1.0,2026-08-17 10:10:59.335882+00:00
21455,CRS_690,course,postgres,courses_db,courses,689,1.0,2026-08-17 10:10:59.335882+00:00
21456,CRS_691,course,postgres,courses_db,courses,690,1.0,2026-08-17 10:10:59.335882+00:00
21457,CRS_692,course,postgres,courses_db,courses,691,1.0,2026-08-17 10:10:59.335882+00:00
21458,CRS_693,course,postgres,courses_db,courses,692,1.0,2026-08-17 10:10:59.335882+00:00
21459,CRS_694,course,postgres,courses_db,courses,693,1.0,2026-08-17 10:10:59.335882+00:00
21460,CRS_695,course,postgres,courses_db,courses,694,1.0,2026-08-17 10:10:59.335882+00:00
21461,CRS_696,course,postgres,courses_db,courses,695,1.0,2026-08-17 10:10:59.335882+00:00
21462,CRS_697,course,postgres,courses_db,courses,696,1.0,2026-08-17 10:10:59.335882+00:00
21463,CRS_698,course,postgres,courses_db,courses,697,1.0,2026-08-17 10:10:59.335882+00:00
21464,CRS_699,course,postgres,courses_db,courses,698,1.0,2026-08-17 10:10:59.335882+00:00
21465,CRS_700,course,postgres,courses_db,courses,699,1.0,2026-08-17 10:10:59.335882+00:00
21466,CRS_701,course,postgres,courses_db,courses,700,1.0,2026-08-17 10:10:59.335882+00:00
21467,CRS_702,course,postgres,courses_db,courses,701,1.0,2026-08-17 10:10:59.335882+00:00
21468,CRS_703,course,postgres,courses_db,courses,702,1.0,2026-08-17 10:10:59.335882+00:00
21469,CRS_704,course,postgres,courses_db,courses,703,1.0,2026-08-17 10:10:59.335882+00:00
21470,CRS_705,course,postgres,courses_db,courses,704,1.0,2026-08-17 10:10:59.335882+00:00
21471,CRS_706,course,postgres,courses_db,courses,705,1.0,2026-08-17 10:10:59.335882+00:00
21472,CRS_707,course,postgres,courses_db,courses,706,1.0,2026-08-17 10:10:59.335882+00:00
21473,CRS_708,course,postgres,courses_db,courses,707,1.0,2026-08-17 10:10:59.335882+00:00
21474,CRS_709,course,postgres,courses_db,courses,708,1.0,2026-08-17 10:10:59.335882+00:00
21475,CRS_710,course,postgres,courses_db,courses,709,1.0,2026-08-17 10:10:59.335882+00:00
21476,CRS_711,course,postgres,courses_db,courses,710,1.0,2026-08-17 10:10:59.335882+00:00
21477,CRS_712,course,postgres,courses_db,courses,711,1.0,2026-08-17 10:10:59.335882+00:00
21478,CRS_713,course,postgres,courses_db,courses,712,1.0,2026-08-17 10:10:59.335882+00:00
21479,CRS_714,course,postgres,courses_db,courses,713,1.0,2026-08-17 10:10:59.335882+00:00
21480,CRS_715,course,postgres,courses_db,courses,714,1.0,2026-08-17 10:10:59.335882+00:00
21481,CRS_716,course,postgres,courses_db,courses,715,1.0,2026-08-17 10:10:59.335882+00:00
21482,CRS_717,course,postgres,courses_db,courses,716,1.0,2026-08-17 10:10:59.335882+00:00
21483,CRS_718,course,postgres,courses_db,courses,717,1.0,2026-08-17 10:10:59.335882+00:00
21484,CRS_719,course,postgres,courses_db,courses,718,1.0,2026-08-17 10:10:59.335882+00:00
21485,CRS_720,course,postgres,courses_db,courses,719,1.0,2026-08-17 10:10:59.335882+00:00
21486,CRS_721,course,postgres,courses_db,courses,720,1.0,2026-08-17 10:10:59.335882+00:00
21487,CRS_722,course,postgres,courses_db,courses,721,1.0,2026-08-17 10:10:59.335882+00:00
21488,CRS_723,course,postgres,courses_db,courses,722,1.0,2026-08-17 10:10:59.335882+00:00
21489,CRS_724,course,postgres,courses_db,courses,723,1.0,2026-08-17 10:10:59.335882+00:00
21490,CRS_725,course,postgres,courses_db,courses,724,1.0,2026-08-17 10:10:59.335882+00:00
21491,CRS_726,course,postgres,courses_db,courses,725,1.0,2026-08-17 10:10:59.335882+00:00
21492,CRS_727,course,postgres,courses_db,courses,726,1.0,2026-08-17 10:10:59.335882+00:00
21493,CRS_728,course,postgres,courses_db,courses,727,1.0,2026-08-17 10:10:59.335882+00:00
21494,CRS_729,course,postgres,courses_db,courses,728,1.0,2026-08-17 10:10:59.335882+00:00
21495,CRS_730,course,postgres,courses_db,courses,729,1.0,2026-08-17 10:10:59.335882+00:00
21496,CRS_731,course,postgres,courses_db,courses,730,1.0,2026-08-17 10:10:59.335882+00:00
21497,CRS_732,course,postgres,courses_db,courses,731,1.0,2026-08-17 10:10:59.335882+00:00
21498,CRS_733,course,postgres,courses_db,courses,732,1.0,2026-08-17 10:10:59.335882+00:00
21499,CRS_734,course,postgres,courses_db,courses,733,1.0,2026-08-17 10:10:59.335882+00:00
21500,CRS_735,course,postgres,courses_db,courses,734,1.0,2026-08-17 10:10:59.335882+00:00
21501,CRS_736,course,postgres,courses_db,courses,735,1.0,2026-08-17 10:10:59.335882+00:00
21502,CRS_737,course,postgres,courses_db,courses,736,1.0,2026-08-17 10:10:59.335882+00:00
21503,CRS_738,course,postgres,courses_db,courses,737,1.0,2026-08-17 10:10:59.335882+00:00
21504,CRS_739,course,postgres,courses_db,courses,738,1.0,2026-08-17 10:10:59.335882+00:00
21505,CRS_740,course,postgres,courses_db,courses,739,1.0,2026-08-17 10:10:59.335882+00:00
21506,CRS_741,course,postgres,courses_db,courses,740,1.0,2026-08-17 10:10:59.335882+00:00
21507,CRS_742,course,postgres,courses_db,courses,741,1.0,2026-08-17 10:10:59.335882+00:00
21508,CRS_743,course,postgres,courses_db,courses,742,1.0,2026-08-17 10:10:59.335882+00:00
21509,CRS_744,course,postgres,courses_db,courses,743,1.0,2026-08-17 10:10:59.335882+00:00
21510,CRS_745,course,postgres,courses_db,courses,744,1.0,2026-08-17 10:10:59.335882+00:00
21511,CRS_746,course,postgres,courses_db,courses,745,1.0,2026-08-17 10:10:59.335882+00:00
21512,CRS_747,course,postgres,courses_db,courses,746,1.0,2026-08-17 10:10:59.335882+00:00
21513,CRS_748,course,postgres,courses_db,courses,747,1.0,2026-08-17 10:10:59.335882+00:00
21514,CRS_749,course,postgres,courses_db,courses,748,1.0,2026-08-17 10:10:59.335882+00:00
21515,CRS_750,course,postgres,courses_db,courses,749,1.0,2026-08-17 10:10:59.335882+00:00
21516,CRS_751,course,postgres,courses_db,courses,750,1.0,2026-08-17 10:10:59.335882+00:00
21517,CRS_752,course,postgres,courses_db,courses,751,1.0,2026-08-17 10:10:59.335882+00:00
21518,CRS_753,course,postgres,courses_db,courses,752,1.0,2026-08-17 10:10:59.335882+00:00
21519,CRS_754,course,postgres,courses_db,courses,753,1.0,2026-08-17 10:10:59.335882+00:00
21520,CRS_755,course,postgres,courses_db,courses,754,1.0,2026-08-17 10:10:59.335882+00:00
21521,CRS_756,course,postgres,courses_db,courses,755,1.0,2026-08-17 10:10:59.335882+00:00
21522,CRS_757,course,postgres,courses_db,courses,756,1.0,2026-08-17 10:10:59.335882+00:00
21523,CRS_758,course,postgres,courses_db,courses,757,1.0,2026-08-17 10:10:59.335882+00:00
21524,CRS_759,course,postgres,courses_db,courses,758,1.0,2026-08-17 10:10:59.335882+00:00
21525,CRS_760,course,postgres,courses_db,courses,759,1.0,2026-08-17 10:10:59.335882+00:00
21526,CRS_761,course,postgres,courses_db,courses,760,1.0,2026-08-17 10:10:59.335882+00:00
21527,CRS_762,course,postgres,courses_db,courses,761,1.0,2026-08-17 10:10:59.335882+00:00
21528,CRS_763,course,postgres,courses_db,courses,762,1.0,2026-08-17 10:10:59.335882+00:00
21529,CRS_764,course,postgres,courses_db,courses,763,1.0,2026-08-17 10:10:59.335882+00:00
21530,CRS_765,course,postgres,courses_db,courses,764,1.0,2026-08-17 10:10:59.335882+00:00
21531,CRS_766,course,postgres,courses_db,courses,765,1.0,2026-08-17 10:10:59.335882+00:00
21532,CRS_767,course,postgres,courses_db,courses,766,1.0,2026-08-17 10:10:59.335882+00:00
21533,CRS_768,course,postgres,courses_db,courses,767,1.0,2026-08-17 10:10:59.335882+00:00
21534,CRS_769,course,postgres,courses_db,courses,768,1.0,2026-08-17 10:10:59.335882+00:00
21535,CRS_770,course,postgres,courses_db,courses,769,1.0,2026-08-17 10:10:59.335882+00:00
21536,CRS_771,course,postgres,courses_db,courses,770,1.0,2026-08-17 10:10:59.335882+00:00
21537,CRS_772,course,postgres,courses_db,courses,771,1.0,2026-08-17 10:10:59.335882+00:00
21538,CRS_773,course,postgres,courses_db,courses,772,1.0,2026-08-17 10:10:59.335882+00:00
21539,CRS_774,course,postgres,courses_db,courses,773,1.0,2026-08-17 10:10:59.335882+00:00
21540,CRS_775,course,postgres,courses_db,courses,774,1.0,2026-08-17 10:10:59.335882+00:00
21541,CRS_776,course,postgres,courses_db,courses,775,1.0,2026-08-17 10:10:59.335882+00:00
21542,CRS_777,course,postgres,courses_db,courses,776,1.0,2026-08-17 10:10:59.335882+00:00
21543,CRS_778,course,postgres,courses_db,courses,777,1.0,2026-08-17 10:10:59.335882+00:00
21544,CRS_779,course,postgres,courses_db,courses,778,1.0,2026-08-17 10:10:59.335882+00:00
21545,CRS_780,course,postgres,courses_db,courses,779,1.0,2026-08-17 10:10:59.335882+00:00
21546,CRS_781,course,postgres,courses_db,courses,780,1.0,2026-08-17 10:10:59.335882+00:00
21547,CRS_782,course,postgres,courses_db,courses,781,1.0,2026-08-17 10:10:59.335882+00:00
21548,CRS_783,course,postgres,courses_db,courses,782,1.0,2026-08-17 10:10:59.335882+00:00
21549,CRS_784,course,postgres,courses_db,courses,783,1.0,2026-08-17 10:10:59.335882+00:00
21550,CRS_785,course,postgres,courses_db,courses,784,1.0,2026-08-17 10:10:59.335882+00:00
21551,CRS_786,course,postgres,courses_db,courses,785,1.0,2026-08-17 10:10:59.335882+00:00
21552,CRS_787,course,postgres,courses_db,courses,786,1.0,2026-08-17 10:10:59.335882+00:00
21553,CRS_788,course,postgres,courses_db,courses,787,1.0,2026-08-17 10:10:59.335882+00:00
21554,CRS_789,course,postgres,courses_db,courses,788,1.0,2026-08-17 10:10:59.335882+00:00
21555,CRS_790,course,postgres,courses_db,courses,789,1.0,2026-08-17 10:10:59.335882+00:00
21556,CRS_791,course,postgres,courses_db,courses,790,1.0,2026-08-17 10:10:59.335882+00:00
21557,CRS_792,course,postgres,courses_db,courses,791,1.0,2026-08-17 10:10:59.335882+00:00
21558,CRS_793,course,postgres,courses_db,courses,792,1.0,2026-08-17 10:10:59.335882+00:00
21559,CRS_794,course,postgres,courses_db,courses,793,1.0,2026-08-17 10:10:59.335882+00:00
21560,CRS_795,course,postgres,courses_db,courses,794,1.0,2026-08-17 10:10:59.335882+00:00
21561,CRS_796,course,postgres,courses_db,courses,795,1.0,2026-08-17 10:10:59.335882+00:00
21562,CRS_797,course,postgres,courses_db,courses,796,1.0,2026-08-17 10:10:59.335882+00:00
21563,CRS_798,course,postgres,courses_db,courses,797,1.0,2026-08-17 10:10:59.335882+00:00
21564,CRS_799,course,postgres,courses_db,courses,798,1.0,2026-08-17 10:10:59.335882+00:00
21565,CRS_800,course,postgres,courses_db,courses,799,1.0,2026-08-17 10:10:59.335882+00:00
21566,CRS_801,course,postgres,courses_db,courses,800,1.0,2026-08-17 10:10:59.335882+00:00
