id,canonical_entity_id,source_system,source_database,source_table,source_record_id,transformation_version,validation_status,ingestion_timestamp
21091,CRS_326,postgres,courses_db,courses,325,v1,loaded,2026-08-17 10:10:48.923623+00:00
21092,CRS_327,postgres,courses_db,courses,326,v1,loaded,2026-08-17 10:10:48.923623+00:00
21093,CRS_328,postgres,courses_db,courses,327,v1,loaded,2026-08-17 10:10:48.923623+00:00
21094,CRS_329,postgres,courses_db,courses,328,v1,loaded,2026-08-17 10:10:48.923623+00:00
21095,CRS_330,postgres,courses_db,courses,329,v1,loaded,2026-08-17 10:10:48.923623+00:00
21096,CRS_331,postgres,courses_db,courses,330,v1,loaded,2026-08-17 10:10:48.923623+00:00
21097,CRS_332,postgres,courses_db,courses,331,v1,loaded,2026-08-17 10:10:48.923623+00:00
21098,CRS_333,postgres,courses_db,courses,332,v1,loaded,2026-08-17 10:10:48.923623+00:00
21099,CRS_334,postgres,courses_db,courses,333,v1,loaded,2026-08-17 10:10:48.923623+00:00
21100,CRS_335,postgres,courses_db,courses,334,v1,loaded,2026-08-17 10:10:48.923623+00:00
21101,CRS_336,postgres,courses_db,courses,335,v1,loaded,2026-08-17 10:10:48.923623+00:00
21102,CRS_337,postgres,courses_db,courses,336,v1,loaded,2026-08-17 10:10:48.923623+00:00
21103,CRS_338,postgres,courses_db,courses,337,v1,loaded,2026-08-17 10:10:48.923623+00:00
21104,CRS_339,postgres,courses_db,courses,338,v1,loaded,2026-08-17 10:10:48.923623+00:00
21105,CRS_340,postgres,courses_db,courses,339,v1,loaded,2026-08-17 10:10:48.923623+00:00
21106,CRS_341,postgres,courses_db,courses,340,v1,loaded,2026-08-17 10:10:48.923623+00:00
21107,CRS_342,postgres,courses_db,courses,341,v1,loaded,2026-08-17 10:10:48.923623+00:00
21108,CRS_343,postgres,courses_db,courses,342,v1,loaded,2026-08-17 10:10:48.923623+00:00
21109,CRS_344,postgres,courses_db,courses,343,v1,loaded,2026-08-17 10:10:48.923623+00:00
21110,CRS_345,postgres,courses_db,courses,344,v1,loaded,2026-08-17 10:10:48.923623+00:00
21111,CRS_346,postgres,courses_db,courses,345,v1,loaded,2026-08-17 10:10:48.923623+00:00
21112,CRS_347,postgres,courses_db,courses,346,v1,loaded,2026-08-17 10:10:48.923623+00:00
21113,CRS_348,postgres,courses_db,courses,347,v1,loaded,2026-08-17 10:10:48.923623+00:00
21114,CRS_349,postgres,courses_db,courses,348,v1,loaded,2026-08-17 10:10:48.923623+00:00
21115,CRS_350,postgres,courses_db,courses,349,v1,loaded,2026-08-17 10:10:48.923623+00:00
21116,CRS_351,postgres,courses_db,courses,350,v1,loaded,2026-08-17 10:10:48.923623+00:00
21117,CRS_352,postgres,courses_db,courses,351,v1,loaded,2026-08-17 10:10:48.923623+00:00
21118,CRS_353,postgres,courses_db,courses,352,v1,loaded,2026-08-17 10:10:48.923623+00:00
21119,CRS_354,postgres,courses_db,courses,353,v1,loaded,2026-08-17 10:10:48.923623+00:00
21120,CRS_355,postgres,courses_db,courses,354,v1,loaded,2026-08-17 10:10:48.923623+00:00
21121,CRS_356,postgres,courses_db,courses,355,v1,loaded,2026-08-17 10:10:48.923623+00:00
21122,CRS_357,postgres,courses_db,courses,356,v1,loaded,2026-08-17 10:10:48.923623+00:00
21123,CRS_358,postgres,courses_db,courses,357,v1,loaded,2026-08-17 10:10:48.923623+00:00
21124,CRS_359,postgres,courses_db,courses,358,v1,loaded,2026-08-17 10:10:48.923623+00:00
21125,CRS_360,postgres,courses_db,courses,359,v1,loaded,2026-08-17 10:10:48.923623+00:00
21126,CRS_361,postgres,courses_db,courses,360,v1,loaded,2026-08-17 10:10:48.923623+00:00
21127,CRS_362,postgres,courses_db,courses,361,v1,loaded,2026-08-17 10:10:48.923623+00:00
21128,CRS_363,postgres,courses_db,courses,362,v1,loaded,2026-08-17 10:10:48.923623+00:00
21129,CRS_364,postgres,courses_db,courses,363,v1,loaded,2026-08-17 10:10:48.923623+00:00
21130,CRS_365,postgres,courses_db,courses,364,v1,loaded,2026-08-17 10:10:48.923623+00:00
21131,CRS_366,postgres,courses_db,courses,365,v1,loaded,2026-08-17 10:10:48.923623+00:00
21132,CRS_367,postgres,courses_db,courses,366,v1,loaded,2026-08-17 10:10:48.923623+00:00
21133,CRS_368,postgres,courses_db,courses,367,v1,loaded,2026-08-17 10:10:48.923623+00:00
21134,CRS_369,postgres,courses_db,courses,368,v1,loaded,2026-08-17 10:10:48.923623+00:00
21135,CRS_370,postgres,courses_db,courses,369,v1,loaded,2026-08-17 10:10:48.923623+00:00
21136,CRS_371,postgres,courses_db,courses,370,v1,loaded,2026-08-17 10:10:48.923623+00:00
21137,CRS_372,postgres,courses_db,courses,371,v1,loaded,2026-08-17 10:10:48.923623+00:00
21138,CRS_373,postgres,courses_db,courses,372,v1,loaded,2026-08-17 10:10:48.923623+00:00
21139,CRS_374,postgres,courses_db,courses,373,v1,loaded,2026-08-17 10:10:48.923623+00:00
21140,CRS_375,postgres,courses_db,courses,374,v1,loaded,2026-08-17 10:10:48.923623+00:00
21141,CRS_376,postgres,courses_db,courses,375,v1,loaded,2026-08-17 10:10:48.923623+00:00
21142,CRS_377,postgres,courses_db,courses,376,v1,loaded,2026-08-17 10:10:48.923623+00:00
21143,CRS_378,postgres,courses_db,courses,377,v1,loaded,2026-08-17 10:10:48.923623+00:00
21144,CRS_379,postgres,courses_db,courses,378,v1,loaded,2026-08-17 10:10:48.923623+00:00
21145,CRS_435,postgres,courses_db,courses,379,v1,loaded,2026-08-17 10:10:48.923623+00:00
21146,CRS_380,postgres,courses_db,courses,380,v1,loaded,2026-08-17 10:10:48.923623+00:00
21147,CRS_381,postgres,courses_db,courses,381,v1,loaded,2026-08-17 10:10:48.923623+00:00
21148,CRS_382,postgres,courses_db,courses,382,v1,loaded,2026-08-17 10:10:48.923623+00:00
21149,CRS_383,postgres,courses_db,courses,383,v1,loaded,2026-08-17 10:10:48.923623+00:00
21150,CRS_384,postgres,courses_db,courses,384,v1,loaded,2026-08-17 10:10:48.923623+00:00
21151,CRS_385,postgres,courses_db,courses,385,v1,loaded,2026-08-17 10:10:48.923623+00:00
21152,CRS_386,postgres,courses_db,courses,386,v1,loaded,2026-08-17 10:10:48.923623+00:00
21153,CRS_387,postgres,courses_db,courses,387,v1,loaded,2026-08-17 10:10:48.923623+00:00
21154,CRS_388,postgres,courses_db,courses,388,v1,loaded,2026-08-17 10:10:48.923623+00:00
21155,CRS_389,postgres,courses_db,courses,389,v1,loaded,2026-08-17 10:10:48.923623+00:00
21156,CRS_390,postgres,courses_db,courses,390,v1,loaded,2026-08-17 10:10:48.923623+00:00
21157,CRS_391,postgres,courses_db,courses,391,v1,loaded,2026-08-17 10:10:48.923623+00:00
21158,CRS_392,postgres,courses_db,courses,392,v1,loaded,2026-08-17 10:10:48.923623+00:00
21159,CRS_393,postgres,courses_db,courses,393,v1,loaded,2026-08-17 10:10:48.923623+00:00
21160,CRS_394,postgres,courses_db,courses,394,v1,loaded,2026-08-17 10:10:48.923623+00:00
21161,CRS_395,postgres,courses_db,courses,395,v1,loaded,2026-08-17 10:10:48.923623+00:00
21162,CRS_396,postgres,courses_db,courses,396,v1,loaded,2026-08-17 10:10:48.923623+00:00
21163,CRS_397,postgres,courses_db,courses,397,v1,loaded,2026-08-17 10:10:48.923623+00:00
21164,CRS_398,postgres,courses_db,courses,398,v1,loaded,2026-08-17 10:10:48.923623+00:00
21165,CRS_399,postgres,courses_db,courses,399,v1,loaded,2026-08-17 10:10:48.923623+00:00
21166,CRS_400,postgres,courses_db,courses,400,v1,loaded,2026-08-17 10:10:48.923623+00:00
21167,CRS_401,postgres,courses_db,courses,401,v1,loaded,2026-08-17 10:10:48.923623+00:00
21168,CRS_402,postgres,courses_db,courses,402,v1,loaded,2026-08-17 10:10:48.923623+00:00
21169,CRS_403,postgres,courses_db,courses,403,v1,loaded,2026-08-17 10:10:48.923623+00:00
21170,CRS_404,postgres,courses_db,courses,404,v1,loaded,2026-08-17 10:10:48.923623+00:00
21171,CRS_405,postgres,courses_db,courses,405,v1,loaded,2026-08-17 10:10:48.923623+00:00
21172,CRS_406,postgres,courses_db,courses,406,v1,loaded,2026-08-17 10:10:48.923623+00:00
21173,CRS_407,postgres,courses_db,courses,407,v1,loaded,2026-08-17 10:10:48.923623+00:00
21174,CRS_408,postgres,courses_db,courses,408,v1,loaded,2026-08-17 10:10:48.923623+00:00
21175,CRS_409,postgres,courses_db,courses,409,v1,loaded,2026-08-17 10:10:48.923623+00:00
21176,CRS_410,postgres,courses_db,courses,410,v1,loaded,2026-08-17 10:10:48.923623+00:00
21177,CRS_411,postgres,courses_db,courses,411,v1,loaded,2026-08-17 10:10:48.923623+00:00
21178,CRS_412,postgres,courses_db,courses,412,v1,loaded,2026-08-17 10:10:48.923623+00:00
21179,CRS_413,postgres,courses_db,courses,413,v1,loaded,2026-08-17 10:10:48.923623+00:00
21180,CRS_414,postgres,courses_db,courses,414,v1,loaded,2026-08-17 10:10:48.923623+00:00
21181,CRS_415,postgres,courses_db,courses,415,v1,loaded,2026-08-17 10:10:48.923623+00:00
21182,CRS_416,postgres,courses_db,courses,416,v1,loaded,2026-08-17 10:10:48.923623+00:00
21183,CRS_417,postgres,courses_db,courses,417,v1,loaded,2026-08-17 10:10:48.923623+00:00
21184,CRS_418,postgres,courses_db,courses,418,v1,loaded,2026-08-17 10:10:48.923623+00:00
21185,CRS_419,postgres,courses_db,courses,419,v1,loaded,2026-08-17 10:10:48.923623+00:00
21186,CRS_420,postgres,courses_db,courses,420,v1,loaded,2026-08-17 10:10:48.923623+00:00
21187,CRS_421,postgres,courses_db,courses,421,v1,loaded,2026-08-17 10:10:48.923623+00:00
21188,CRS_422,postgres,courses_db,courses,422,v1,loaded,2026-08-17 10:10:48.923623+00:00
21189,CRS_423,postgres,courses_db,courses,423,v1,loaded,2026-08-17 10:10:48.923623+00:00
21190,CRS_424,postgres,courses_db,courses,424,v1,loaded,2026-08-17 10:10:48.923623+00:00
21191,CRS_425,postgres,courses_db,courses,425,v1,loaded,2026-08-17 10:10:48.923623+00:00
21192,CRS_426,postgres,courses_db,courses,426,v1,loaded,2026-08-17 10:10:48.923623+00:00
21193,CRS_427,postgres,courses_db,courses,427,v1,loaded,2026-08-17 10:10:48.923623+00:00
21194,CRS_428,postgres,courses_db,courses,428,v1,loaded,2026-08-17 10:10:48.923623+00:00
21195,CRS_429,postgres,courses_db,courses,429,v1,loaded,2026-08-17 10:10:48.923623+00:00
21196,CRS_430,postgres,courses_db,courses,430,v1,loaded,2026-08-17 10:10:48.923623+00:00
21197,CRS_431,postgres,courses_db,courses,431,v1,loaded,2026-08-17 10:10:48.923623+00:00
21198,CRS_432,postgres,courses_db,courses,432,v1,loaded,2026-08-17 10:10:48.923623+00:00
21199,CRS_433,postgres,courses_db,courses,433,v1,loaded,2026-08-17 10:10:48.923623+00:00
21200,CRS_434,postgres,courses_db,courses,434,v1,loaded,2026-08-17 10:10:48.923623+00:00
21201,CRS_436,postgres,courses_db,courses,435,v1,loaded,2026-08-17 10:10:48.923623+00:00
21202,CRS_437,postgres,courses_db,courses,436,v1,loaded,2026-08-17 10:10:48.923623+00:00
21203,CRS_438,postgres,courses_db,courses,437,v1,loaded,2026-08-17 10:10:48.923623+00:00
21204,CRS_439,postgres,courses_db,courses,438,v1,loaded,2026-08-17 10:10:48.923623+00:00
21205,CRS_440,postgres,courses_db,courses,439,v1,loaded,2026-08-17 10:10:48.923623+00:00
21206,CRS_441,postgres,courses_db,courses,440,v1,loaded,2026-08-17 10:10:48.923623+00:00
21207,CRS_442,postgres,courses_db,courses,441,v1,loaded,2026-08-17 10:10:48.923623+00:00
21208,CRS_443,postgres,courses_db,courses,442,v1,loaded,2026-08-17 10:10:48.923623+00:00
21209,CRS_444,postgres,courses_db,courses,443,v1,loaded,2026-08-17 10:10:48.923623+00:00
21210,CRS_445,postgres,courses_db,courses,444,v1,loaded,2026-08-17 10:10:48.923623+00:00
21211,CRS_446,postgres,courses_db,courses,445,v1,loaded,2026-08-17 10:10:48.923623+00:00
21212,CRS_447,postgres,courses_db,courses,446,v1,loaded,2026-08-17 10:10:48.923623+00:00
21213,CRS_448,postgres,courses_db,courses,447,v1,loaded,2026-08-17 10:10:48.923623+00:00
21214,CRS_449,postgres,courses_db,courses,448,v1,loaded,2026-08-17 10:10:48.923623+00:00
21215,CRS_450,postgres,courses_db,courses,449,v1,loaded,2026-08-17 10:10:48.923623+00:00
21216,CRS_451,postgres,courses_db,courses,450,v1,loaded,2026-08-17 10:10:48.923623+00:00
21217,CRS_452,postgres,courses_db,courses,451,v1,loaded,2026-08-17 10:10:48.923623+00:00
21218,CRS_453,postgres,courses_db,courses,452,v1,loaded,2026-08-17 10:10:48.923623+00:00
21219,CRS_454,postgres,courses_db,courses,453,v1,loaded,2026-08-17 10:10:48.923623+00:00
21220,CRS_455,postgres,courses_db,courses,454,v1,loaded,2026-08-17 10:10:48.923623+00:00
21221,CRS_456,postgres,courses_db,courses,455,v1,loaded,2026-08-17 10:10:48.923623+00:00
21222,CRS_457,postgres,courses_db,courses,456,v1,loaded,2026-08-17 10:10:48.923623+00:00
21223,CRS_458,postgres,courses_db,courses,457,v1,loaded,2026-08-17 10:10:48.923623+00:00
21224,CRS_459,postgres,courses_db,courses,458,v1,loaded,2026-08-17 10:10:48.923623+00:00
21225,CRS_460,postgres,courses_db,courses,459,v1,loaded,2026-08-17 10:10:48.923623+00:00
21226,CRS_461,postgres,courses_db,courses,460,v1,loaded,2026-08-17 10:10:48.923623+00:00
21227,CRS_462,postgres,courses_db,courses,461,v1,loaded,2026-08-17 10:10:48.923623+00:00
21228,CRS_463,postgres,courses_db,courses,462,v1,loaded,2026-08-17 10:10:48.923623+00:00
21229,CRS_464,postgres,courses_db,courses,463,v1,loaded,2026-08-17 10:10:48.923623+00:00
21230,CRS_465,postgres,courses_db,courses,464,v1,loaded,2026-08-17 10:10:48.923623+00:00
21231,CRS_466,postgres,courses_db,courses,465,v1,loaded,2026-08-17 10:10:48.923623+00:00
21232,CRS_467,postgres,courses_db,courses,466,v1,loaded,2026-08-17 10:10:48.923623+00:00
21233,CRS_468,postgres,courses_db,courses,467,v1,loaded,2026-08-17 10:10:48.923623+00:00
21234,CRS_469,postgres,courses_db,courses,468,v1,loaded,2026-08-17 10:10:48.923623+00:00
21235,CRS_470,postgres,courses_db,courses,469,v1,loaded,2026-08-17 10:10:48.923623+00:00
21236,CRS_471,postgres,courses_db,courses,470,v1,loaded,2026-08-17 10:10:48.923623+00:00
21237,CRS_472,postgres,courses_db,courses,471,v1,loaded,2026-08-17 10:10:48.923623+00:00
21238,CRS_473,postgres,courses_db,courses,472,v1,loaded,2026-08-17 10:10:48.923623+00:00
21239,CRS_474,postgres,courses_db,courses,473,v1,loaded,2026-08-17 10:10:48.923623+00:00
21240,CRS_475,postgres,courses_db,courses,474,v1,loaded,2026-08-17 10:10:48.923623+00:00
21241,CRS_476,postgres,courses_db,courses,475,v1,loaded,2026-08-17 10:10:48.923623+00:00
21242,CRS_477,postgres,courses_db,courses,476,v1,loaded,2026-08-17 10:10:48.923623+00:00
21243,CRS_478,postgres,courses_db,courses,477,v1,loaded,2026-08-17 10:10:48.923623+00:00
21244,CRS_479,postgres,courses_db,courses,478,v1,loaded,2026-08-17 10:10:48.923623+00:00
21245,CRS_480,postgres,courses_db,courses,479,v1,loaded,2026-08-17 10:10:48.923623+00:00
21246,CRS_481,postgres,courses_db,courses,480,v1,loaded,2026-08-17 10:10:48.923623+00:00
21247,CRS_482,postgres,courses_db,courses,481,v1,loaded,2026-08-17 10:10:48.923623+00:00
21248,CRS_483,postgres,courses_db,courses,482,v1,loaded,2026-08-17 10:10:48.923623+00:00
21249,CRS_484,postgres,courses_db,courses,483,v1,loaded,2026-08-17 10:10:48.923623+00:00
21250,CRS_485,postgres,courses_db,courses,484,v1,loaded,2026-08-17 10:10:48.923623+00:00
21251,CRS_486,postgres,courses_db,courses,485,v1,loaded,2026-08-17 10:10:48.923623+00:00
21252,CRS_487,postgres,courses_db,courses,486,v1,loaded,2026-08-17 10:10:48.923623+00:00
21253,CRS_488,postgres,courses_db,courses,487,v1,loaded,2026-08-17 10:10:48.923623+00:00
21254,CRS_489,postgres,courses_db,courses,488,v1,loaded,2026-08-17 10:10:48.923623+00:00
21255,CRS_490,postgres,courses_db,courses,489,v1,loaded,2026-08-17 10:10:48.923623+00:00
21256,CRS_491,postgres,courses_db,courses,490,v1,loaded,2026-08-17 10:10:48.923623+00:00
21257,CRS_492,postgres,courses_db,courses,491,v1,loaded,2026-08-17 10:10:48.923623+00:00
21258,CRS_493,postgres,courses_db,courses,492,v1,loaded,2026-08-17 10:10:48.923623+00:00
21259,CRS_494,postgres,courses_db,courses,493,v1,loaded,2026-08-17 10:10:48.923623+00:00
21260,CRS_495,postgres,courses_db,courses,494,v1,loaded,2026-08-17 10:10:48.923623+00:00
21261,CRS_496,postgres,courses_db,courses,495,v1,loaded,2026-08-17 10:10:48.923623+00:00
21262,CRS_497,postgres,courses_db,courses,496,v1,loaded,2026-08-17 10:10:48.923623+00:00
21263,CRS_498,postgres,courses_db,courses,497,v1,loaded,2026-08-17 10:10:48.923623+00:00
21264,CRS_499,postgres,courses_db,courses,498,v1,loaded,2026-08-17 10:10:48.923623+00:00
21265,CRS_500,postgres,courses_db,courses,499,v1,loaded,2026-08-17 10:10:48.923623+00:00
21266,CRS_501,postgres,courses_db,courses,500,v1,loaded,2026-08-17 10:10:48.923623+00:00
21267,CRS_502,postgres,courses_db,courses,501,v1,loaded,2026-08-17 10:10:48.923623+00:00
21268,CRS_503,postgres,courses_db,courses,502,v1,loaded,2026-08-17 10:10:48.923623+00:00
21269,CRS_504,postgres,courses_db,courses,503,v1,loaded,2026-08-17 10:10:48.923623+00:00
21270,CRS_505,postgres,courses_db,courses,504,v1,loaded,2026-08-17 10:10:48.923623+00:00
21271,CRS_506,postgres,courses_db,courses,505,v1,loaded,2026-08-17 10:10:48.923623+00:00
21272,CRS_507,postgres,courses_db,courses,506,v1,loaded,2026-08-17 10:10:48.923623+00:00
21273,CRS_508,postgres,courses_db,courses,507,v1,loaded,2026-08-17 10:10:48.923623+00:00
21274,CRS_509,postgres,courses_db,courses,508,v1,loaded,2026-08-17 10:10:48.923623+00:00
21275,CRS_510,postgres,courses_db,courses,509,v1,loaded,2026-08-17 10:10:48.923623+00:00
21276,CRS_511,postgres,courses_db,courses,510,v1,loaded,2026-08-17 10:10:48.923623+00:00
21277,CRS_512,postgres,courses_db,courses,511,v1,loaded,2026-08-17 10:10:48.923623+00:00
21278,CRS_513,postgres,courses_db,courses,512,v1,loaded,2026-08-17 10:10:48.923623+00:00
21279,CRS_514,postgres,courses_db,courses,513,v1,loaded,2026-08-17 10:10:48.923623+00:00
21280,CRS_515,postgres,courses_db,courses,514,v1,loaded,2026-08-17 10:10:48.923623+00:00
21281,CRS_516,postgres,courses_db,courses,515,v1,loaded,2026-08-17 10:10:48.923623+00:00
21282,CRS_517,postgres,courses_db,courses,516,v1,loaded,2026-08-17 10:10:48.923623+00:00
21283,CRS_518,postgres,courses_db,courses,517,v1,loaded,2026-08-17 10:10:48.923623+00:00
21284,CRS_519,postgres,courses_db,courses,518,v1,loaded,2026-08-17 10:10:48.923623+00:00
21285,CRS_520,postgres,courses_db,courses,519,v1,loaded,2026-08-17 10:10:48.923623+00:00
21286,CRS_521,postgres,courses_db,courses,520,v1,loaded,2026-08-17 10:10:48.923623+00:00
21287,CRS_522,postgres,courses_db,courses,521,v1,loaded,2026-08-17 10:10:48.923623+00:00
21288,CRS_523,postgres,courses_db,courses,522,v1,loaded,2026-08-17 10:10:48.923623+00:00
21289,CRS_524,postgres,courses_db,courses,523,v1,loaded,2026-08-17 10:10:48.923623+00:00
21290,CRS_525,postgres,courses_db,courses,524,v1,loaded,2026-08-17 10:10:48.923623+00:00
21291,CRS_526,postgres,courses_db,courses,525,v1,loaded,2026-08-17 10:10:48.923623+00:00
21292,CRS_527,postgres,courses_db,courses,526,v1,loaded,2026-08-17 10:10:48.923623+00:00
21293,CRS_528,postgres,courses_db,courses,527,v1,loaded,2026-08-17 10:10:48.923623+00:00
21294,CRS_529,postgres,courses_db,courses,528,v1,loaded,2026-08-17 10:10:48.923623+00:00
21295,CRS_530,postgres,courses_db,courses,529,v1,loaded,2026-08-17 10:10:48.923623+00:00
21296,CRS_531,postgres,courses_db,courses,530,v1,loaded,2026-08-17 10:10:48.923623+00:00
21297,CRS_532,postgres,courses_db,courses,531,v1,loaded,2026-08-17 10:10:48.923623+00:00
21298,CRS_533,postgres,courses_db,courses,532,v1,loaded,2026-08-17 10:10:48.923623+00:00
21299,CRS_534,postgres,courses_db,courses,533,v1,loaded,2026-08-17 10:10:48.923623+00:00
21300,CRS_535,postgres,courses_db,courses,534,v1,loaded,2026-08-17 10:10:48.923623+00:00
21301,CRS_536,postgres,courses_db,courses,535,v1,loaded,2026-08-17 10:10:48.923623+00:00
21302,CRS_537,postgres,courses_db,courses,536,v1,loaded,2026-08-17 10:10:48.923623+00:00
21303,CRS_538,postgres,courses_db,courses,537,v1,loaded,2026-08-17 10:10:48.923623+00:00
21304,CRS_539,postgres,courses_db,courses,538,v1,loaded,2026-08-17 10:10:48.923623+00:00
21305,CRS_540,postgres,courses_db,courses,539,v1,loaded,2026-08-17 10:10:48.923623+00:00
21306,CRS_541,postgres,courses_db,courses,540,v1,loaded,2026-08-17 10:10:48.923623+00:00
21307,CRS_542,postgres,courses_db,courses,541,v1,loaded,2026-08-17 10:10:48.923623+00:00
21308,CRS_543,postgres,courses_db,courses,542,v1,loaded,2026-08-17 10:10:48.923623+00:00
21309,CRS_544,postgres,courses_db,courses,543,v1,loaded,2026-08-17 10:10:48.923623+00:00
21310,CRS_545,postgres,courses_db,courses,544,v1,loaded,2026-08-17 10:10:48.923623+00:00
21311,CRS_546,postgres,courses_db,courses,545,v1,loaded,2026-08-17 10:10:48.923623+00:00
21312,CRS_547,postgres,courses_db,courses,546,v1,loaded,2026-08-17 10:10:48.923623+00:00
21313,CRS_548,postgres,courses_db,courses,547,v1,loaded,2026-08-17 10:10:48.923623+00:00
21314,CRS_549,postgres,courses_db,courses,548,v1,loaded,2026-08-17 10:10:48.923623+00:00
21315,CRS_550,postgres,courses_db,courses,549,v1,loaded,2026-08-17 10:10:48.923623+00:00
21316,CRS_551,postgres,courses_db,courses,550,v1,loaded,2026-08-17 10:10:48.923623+00:00
21317,CRS_552,postgres,courses_db,courses,551,v1,loaded,2026-08-17 10:10:48.923623+00:00
21318,CRS_553,postgres,courses_db,courses,552,v1,loaded,2026-08-17 10:10:48.923623+00:00
21319,CRS_554,postgres,courses_db,courses,553,v1,loaded,2026-08-17 10:10:48.923623+00:00
21320,CRS_555,postgres,courses_db,courses,554,v1,loaded,2026-08-17 10:10:48.923623+00:00
21321,CRS_556,postgres,courses_db,courses,555,v1,loaded,2026-08-17 10:10:48.923623+00:00
21322,CRS_557,postgres,courses_db,courses,556,v1,loaded,2026-08-17 10:10:48.923623+00:00
21323,CRS_558,postgres,courses_db,courses,557,v1,loaded,2026-08-17 10:10:48.923623+00:00
21324,CRS_559,postgres,courses_db,courses,558,v1,loaded,2026-08-17 10:10:48.923623+00:00
21325,CRS_560,postgres,courses_db,courses,559,v1,loaded,2026-08-17 10:10:48.923623+00:00
21326,CRS_561,postgres,courses_db,courses,560,v1,loaded,2026-08-17 10:10:48.923623+00:00
21327,CRS_562,postgres,courses_db,courses,561,v1,loaded,2026-08-17 10:10:48.923623+00:00
21328,CRS_563,postgres,courses_db,courses,562,v1,loaded,2026-08-17 10:10:48.923623+00:00
21329,CRS_564,postgres,courses_db,courses,563,v1,loaded,2026-08-17 10:10:48.923623+00:00
21330,CRS_565,postgres,courses_db,courses,564,v1,loaded,2026-08-17 10:10:48.923623+00:00
21331,CRS_566,postgres,courses_db,courses,565,v1,loaded,2026-08-17 10:10:48.923623+00:00
21332,CRS_567,postgres,courses_db,courses,566,v1,loaded,2026-08-17 10:10:48.923623+00:00
21333,CRS_568,postgres,courses_db,courses,567,v1,loaded,2026-08-17 10:10:48.923623+00:00
21334,CRS_569,postgres,courses_db,courses,568,v1,loaded,2026-08-17 10:10:48.923623+00:00
21335,CRS_570,postgres,courses_db,courses,569,v1,loaded,2026-08-17 10:10:48.923623+00:00
21336,CRS_571,postgres,courses_db,courses,570,v1,loaded,2026-08-17 10:10:48.923623+00:00
21337,CRS_572,postgres,courses_db,courses,571,v1,loaded,2026-08-17 10:10:48.923623+00:00
21338,CRS_573,postgres,courses_db,courses,572,v1,loaded,2026-08-17 10:10:48.923623+00:00
21339,CRS_574,postgres,courses_db,courses,573,v1,loaded,2026-08-17 10:10:48.923623+00:00
21340,CRS_575,postgres,courses_db,courses,574,v1,loaded,2026-08-17 10:10:48.923623+00:00
21341,CRS_576,postgres,courses_db,courses,575,v1,loaded,2026-08-17 10:10:48.923623+00:00
21342,CRS_577,postgres,courses_db,courses,576,v1,loaded,2026-08-17 10:10:48.923623+00:00
21343,CRS_578,postgres,courses_db,courses,577,v1,loaded,2026-08-17 10:10:48.923623+00:00
21344,CRS_579,postgres,courses_db,courses,578,v1,loaded,2026-08-17 10:10:48.923623+00:00
21345,CRS_580,postgres,courses_db,courses,579,v1,loaded,2026-08-17 10:10:48.923623+00:00
21346,CRS_581,postgres,courses_db,courses,580,v1,loaded,2026-08-17 10:10:48.923623+00:00
21347,CRS_582,postgres,courses_db,courses,581,v1,loaded,2026-08-17 10:10:48.923623+00:00
21348,CRS_583,postgres,courses_db,courses,582,v1,loaded,2026-08-17 10:10:48.923623+00:00
21349,CRS_584,postgres,courses_db,courses,583,v1,loaded,2026-08-17 10:10:48.923623+00:00
21350,CRS_585,postgres,courses_db,courses,584,v1,loaded,2026-08-17 10:10:48.923623+00:00
21351,CRS_586,postgres,courses_db,courses,585,v1,loaded,2026-08-17 10:10:48.923623+00:00
21352,CRS_587,postgres,courses_db,courses,586,v1,loaded,2026-08-17 10:10:48.923623+00:00
21353,CRS_588,postgres,courses_db,courses,587,v1,loaded,2026-08-17 10:10:48.923623+00:00
21354,CRS_589,postgres,courses_db,courses,588,v1,loaded,2026-08-17 10:10:48.923623+00:00
21355,CRS_590,postgres,courses_db,courses,589,v1,loaded,2026-08-17 10:10:48.923623+00:00
21356,CRS_591,postgres,courses_db,courses,590,v1,loaded,2026-08-17 10:10:48.923623+00:00
21357,CRS_592,postgres,courses_db,courses,591,v1,loaded,2026-08-17 10:10:48.923623+00:00
21358,CRS_593,postgres,courses_db,courses,592,v1,loaded,2026-08-17 10:10:48.923623+00:00
21359,CRS_594,postgres,courses_db,courses,593,v1,loaded,2026-08-17 10:10:48.923623+00:00
21360,CRS_595,postgres,courses_db,courses,594,v1,loaded,2026-08-17 10:10:48.923623+00:00
21361,CRS_596,postgres,courses_db,courses,595,v1,loaded,2026-08-17 10:10:48.923623+00:00
21362,CRS_597,postgres,courses_db,courses,596,v1,loaded,2026-08-17 10:10:48.923623+00:00
21363,CRS_598,postgres,courses_db,courses,597,v1,loaded,2026-08-17 10:10:48.923623+00:00
21364,CRS_599,postgres,courses_db,courses,598,v1,loaded,2026-08-17 10:10:48.923623+00:00
21365,CRS_600,postgres,courses_db,courses,599,v1,loaded,2026-08-17 10:10:48.923623+00:00
21366,CRS_601,postgres,courses_db,courses,600,v1,loaded,2026-08-17 10:10:48.923623+00:00
21367,CRS_602,postgres,courses_db,courses,601,v1,loaded,2026-08-17 10:10:48.923623+00:00
21368,CRS_603,postgres,courses_db,courses,602,v1,loaded,2026-08-17 10:10:48.923623+00:00
21369,CRS_604,postgres,courses_db,courses,603,v1,loaded,2026-08-17 10:10:48.923623+00:00
