course_id,institution_id,course_name,department,duration_years,intake_capacity,fee_per_year,course_status,last_updated
CRS_1224,INST_0447,B.Tech Automobile Engineering,AUTO,4,152,102846.00,active,2022-06-20 12:00:00
CRS_1225,INST_0447,M.Tech Artificial Intelligence,PG-AI,2,100,226231.00,active,2023-03-06 12:00:00
CRS_1226,INST_0447,B.Tech Cybersecurity and Digital Forensics,CYS,4,30,83548.00,active,2026-07-02 12:00:00
CRS_1227,INST_0448,Diploma in Civil Engineering,DIP-CIVIL,3,49,170798.00,active,2023-11-28 12:00:00
CRS_1228,INST_0448,B.Tech Robotics and Automation,ROB,4,76,104503.00,active,2023-08-30 12:00:00
CRS_1229,INST_0448,B.Tech Biotechnology,BT,4,135,216794.00,active,2026-07-01 12:00:00
CRS_123,INST_0044,B.Tech Artificial Intelligence and Machine Learning,AIML,4,174,48073.00,active,2023-11-23 12:00:00
CRS_1230,INST_0448,B.Tech Computer Science and Business Systems,CSBS,4,137,46165.00,active,2024-03-17 12:00:00
CRS_1231,INST_0449,M.Tech Power Systems,PG-EEE,2,119,53745.00,active,2023-12-10 12:00:00
CRS_1232,INST_0449,B.Tech Civil Engineering,CIVIL,4,164,214700.00,active,2026-06-29 12:00:00
CRS_1233,INST_0449,M.Tech VLSI Design,PG-ECE,2,149,39115.00,active,2021-06-22 12:00:00
CRS_1234,INST_0255,M.Tech Computer Science,PG-CSE,2,127,90464.00,active,2026-06-19 12:00:00
CRS_1235,INST_0255,B.Tech Aerospace Engineering,AE,4,159,132760.00,closed,2026-06-22 12:00:00
CRS_1236,INST_0255,B.Tech Computer Science and Business Systems,CSBS,4,130,44657.00,active,2026-06-24 12:00:00
CRS_1237,INST_0451,B.Tech Artificial Intelligence and Machine Learning,AIML,4,156,54026.00,active,2026-06-18 12:00:00
CRS_1238,INST_0451,B.Tech Computer Science and Engineering,CSE,4,125,248364.00,active,2026-06-21 12:00:00
CRS_1239,INST_0452,B.Tech Automobile Engineering,AUTO,4,137,143691.00,active,2026-04-23 12:00:00
CRS_124,INST_0044,B.Arch,ARCH,5,48,233800.00,active,2026-07-24 12:00:00
CRS_1240,INST_0452,B.Tech Mechanical Engineering,MECH,4,164,174768.00,active,2026-08-13 12:00:00
CRS_1241,INST_0452,B.Tech Computer Science and Engineering,CSE,4,112,138150.00,active,2026-04-27 12:00:00
CRS_1242,INST_0452,M.Tech Power Systems,PG-EEE,2,45,229947.00,closed,2025-04-16 12:00:00
CRS_1243,INST_0453,B.Tech Computer Science and Engineering,CSE,4,130,141391.00,active,2026-06-30 12:00:00
CRS_1244,INST_0453,B.Tech Computer Science and Business Systems,CSBS,4,180,42139.00,active,2026-06-22 12:00:00
CRS_1245,INST_0453,B.Tech Aerospace Engineering,AE,4,144,202766.00,active,2026-05-04 12:00:00
CRS_1246,INST_0453,M.Tech Data Science,PG-DS,2,40,127227.00,active,2026-08-05 12:00:00
CRS_1247,INST_0454,Diploma in Computer Engineering,DIP-CSE,3,53,112100.00,active,2023-02-15 12:00:00
CRS_1248,INST_0454,B.Tech Artificial Intelligence and Data Science,AIDS,4,67,188770.00,active,2023-06-12 12:00:00
CRS_1249,INST_0455,B.Tech Artificial Intelligence and Data Science,AIDS,4,106,196269.00,active,2026-04-18 12:00:00
CRS_125,INST_0044,M.Tech Data Science,PG-DS,2,97,247881.00,active,2022-02-18 12:00:00
CRS_1250,INST_0455,B.Tech Biotechnology,BT,4,151,163620.00,active,2026-04-20 12:00:00
CRS_1251,INST_0455,B.Tech Civil Engineering,CIVIL,4,156,118638.00,active,2026-05-14 12:00:00
CRS_1252,INST_0455,B.Arch,ARCH,5,155,149879.00,active,2021-09-22 12:00:00
CRS_1253,INST_0456,B.Arch,ARCH,5,153,58738.00,active,2026-05-02 12:00:00
CRS_1254,INST_0456,B.Tech Computer Science and Engineering,CSE,4,38,47101.00,active,2022-01-21 12:00:00
CRS_1255,INST_0457,Diploma in Electrical Engineering,DIP-EEE,3,113,209836.00,active,2023-01-18 12:00:00
CRS_1256,INST_0457,Diploma in Computer Engineering,DIP-CSE,3,163,244783.00,active,2026-07-17 12:00:00
CRS_1257,INST_0457,MCA,MCA,3,141,83660.00,active,2022-08-17 12:00:00
CRS_1258,INST_0382,B.Tech Artificial Intelligence and Machine Learning,AIML,4,176,210420.00,active,2025-01-22 12:00:00
CRS_1259,INST_0382,B.Arch,ARCH,5,111,121267.00,active,2026-04-24 12:00:00
CRS_126,INST_0044,B.Pharm,PHARM,4,46,49780.00,active,2021-11-08 12:00:00
CRS_1260,INST_0382,M.Tech Data Science,PG-DS,2,60,216167.00,closed,2026-07-23 12:00:00
CRS_1261,INST_0367,B.Tech Computer Science and Engineering,CSE,4,155,184290.00,active,2026-06-29 12:00:00
CRS_1262,INST_0367,Diploma in Computer Engineering,DIP-CSE,3,179,142177.00,active,2026-08-02 12:00:00
CRS_1263,INST_0367,B.Tech Chemical Engineering,CHEM,4,168,84126.00,active,2023-09-03 12:00:00
CRS_1264,INST_0367,M.Tech Artificial Intelligence,PG-AI,2,69,126382.00,active,2026-08-03 12:00:00
CRS_1265,INST_0460,M.Tech Data Science,PG-DS,2,120,212853.00,active,2026-08-07 12:00:00
CRS_1266,INST_0460,MBA,MBA,2,152,26556.00,active,2026-06-06 12:00:00
CRS_1267,INST_0460,B.Tech Automobile Engineering,AUTO,4,61,83552.00,active,2025-05-10 12:00:00
CRS_1268,INST_0255,MBA Business Analytics,MBA-BA,2,107,203329.00,active,2026-04-21 12:00:00
CRS_1269,INST_0255,B.Tech Data Science,DS,4,45,109916.00,active,2026-06-25 12:00:00
CRS_127,INST_0045,B.Tech Aerospace Engineering,AE,4,50,133072.00,active,2023-06-16 12:00:00
CRS_1270,INST_0255,M.Tech Data Science,PG-DS,2,59,249520.00,active,2026-06-29 12:00:00
CRS_1271,INST_0255,M.Tech Computer Science,PG-CSE,2,154,126532.00,active,2026-06-22 12:00:00
CRS_1272,INST_0382,MBA,MBA,2,63,132476.00,active,2026-06-07 12:00:00
CRS_1273,INST_0382,Diploma in Artificial Intelligence,DIP-AI,3,60,104490.00,active,2023-07-07 12:00:00
CRS_1274,INST_0382,Diploma in Civil Engineering,DIP-CIVIL,3,149,239594.00,active,2026-05-20 12:00:00
CRS_1275,INST_0465,B.Tech Data Science,DS,4,100,98839.00,active,2026-06-08 12:00:00
CRS_1276,INST_0465,B.Tech Computer Science and Business Systems,CSBS,4,141,140673.00,active,2026-05-27 12:00:00
CRS_1277,INST_0255,B.Tech Biotechnology,BT,4,134,154392.00,active,2022-03-25 12:00:00
CRS_1278,INST_0382,Diploma in Civil Engineering,DIP-CIVIL,3,52,35858.00,active,2026-08-07 12:00:00
CRS_1279,INST_0382,B.Tech Aerospace Engineering,AE,4,179,248467.00,active,2026-06-16 12:00:00
CRS_128,INST_0045,MBA Business Analytics,MBA-BA,2,133,132641.00,active,2026-08-06 12:00:00
CRS_1280,INST_0467,Diploma in Civil Engineering,DIP-CIVIL,3,146,154505.00,active,2026-04-21 12:00:00
CRS_1281,INST_0467,B.Tech Biotechnology,BT,4,85,181441.00,closed,2026-05-22 12:00:00
CRS_1282,INST_0467,Diploma in Artificial Intelligence,DIP-AI,3,132,120776.00,active,2021-08-31 12:00:00
CRS_1283,INST_0468,B.Tech Aerospace Engineering,AE,4,113,97295.00,active,2026-05-23 12:00:00
CRS_1284,INST_0468,M.Tech VLSI Design,PG-ECE,2,80,126459.00,active,2026-05-24 12:00:00
CRS_1285,INST_0469,MBA Business Analytics,MBA-BA,2,31,63510.00,active,2026-07-16 12:00:00
CRS_1286,INST_0469,B.Tech Automobile Engineering,AUTO,4,61,129976.00,active,2025-04-23 12:00:00
CRS_1287,INST_0469,B.Tech Information Technology,IT,4,141,92372.00,active,2022-11-13 12:00:00
CRS_1288,INST_0469,M.Tech Power Systems,PG-EEE,2,166,157425.00,active,2022-01-17 12:00:00
CRS_1289,INST_0470,B.Pharm,PHARM,4,168,239464.00,active,2021-08-04 12:00:00
CRS_129,INST_0045,B.Tech Data Science,DS,4,55,158850.00,active,2026-05-06 12:00:00
CRS_1290,INST_0470,B.Tech Chemical Engineering,CHEM,4,142,223500.00,active,2026-06-14 12:00:00
CRS_1291,INST_0470,M.Tech Computer Science,PG-CSE,2,58,122903.00,active,2022-02-24 12:00:00
CRS_1292,INST_0470,B.Tech Information Technology,IT,4,81,83787.00,active,2024-01-20 12:00:00
CRS_1293,INST_0471,Diploma in Civil Engineering,DIP-CIVIL,3,175,38767.00,active,2024-12-24 12:00:00
CRS_1294,INST_0471,Diploma in Artificial Intelligence,DIP-AI,3,118,211147.00,active,2026-07-18 12:00:00
CRS_1295,INST_0471,B.Tech Computer Science and Business Systems,CSBS,4,104,180550.00,active,2026-04-27 12:00:00
CRS_1296,INST_0472,B.Tech Artificial Intelligence and Data Science,AIDS,4,160,150833.00,active,2025-05-24 12:00:00
CRS_1297,INST_0472,Diploma in Mechanical Engineering,DIP-MECH,3,116,95158.00,active,2023-12-14 12:00:00
CRS_1298,INST_0472,B.Tech Biotechnology,BT,4,95,162390.00,active,2026-07-07 12:00:00
CRS_1299,INST_0382,Diploma in Electrical Engineering,DIP-EEE,3,173,235978.00,active,2026-07-06 12:00:00
CRS_13,INST_0007,M.Tech Data Science,PG-DS,2,127,200195.00,active,2023-10-15 12:00:00
CRS_130,INST_0045,B.Tech Computer Science and Business Systems,CSBS,4,68,149625.00,closed,2026-08-01 12:00:00
CRS_1300,INST_0382,B.Arch,ARCH,5,163,70114.00,active,2026-06-24 12:00:00
CRS_1301,INST_0382,MBA Business Analytics,MBA-BA,2,150,150893.00,active,2026-06-05 12:00:00
CRS_1302,INST_0382,B.Tech Aerospace Engineering,AE,4,84,138175.00,closed,2024-12-31 12:00:00
CRS_1303,INST_0474,Diploma in Mechanical Engineering,DIP-MECH,3,61,64608.00,active,2026-07-18 12:00:00
CRS_1304,INST_0474,Diploma in Electrical Engineering,DIP-EEE,3,84,64971.00,active,2026-05-04 12:00:00
CRS_1305,INST_0474,B.Tech Robotics and Automation,ROB,4,176,130520.00,active,2026-07-22 12:00:00
CRS_1306,INST_0255,Diploma in Civil Engineering,DIP-CIVIL,3,67,176640.00,active,2026-05-06 12:00:00
CRS_1307,INST_0255,Diploma in Computer Engineering,DIP-CSE,3,81,240215.00,active,2026-06-15 12:00:00
CRS_1308,INST_0255,B.Tech Civil Engineering,CIVIL,4,65,104278.00,active,2026-04-20 12:00:00
CRS_1309,INST_0476,M.Tech Computer Science,PG-CSE,2,153,100045.00,active,2026-06-02 12:00:00
CRS_131,INST_0046,M.Tech Computer Science,PG-CSE,2,165,234496.00,active,2026-04-24 12:00:00
CRS_1310,INST_0476,Diploma in Electrical Engineering,DIP-EEE,3,72,209934.00,active,2026-06-29 12:00:00
CRS_1311,INST_0382,MBA,MBA,2,180,242041.00,closed,2026-07-24 12:00:00
CRS_1312,INST_0382,B.Tech Automobile Engineering,AUTO,4,30,55423.00,active,2023-06-30 12:00:00
CRS_1313,INST_0478,MBA,MBA,2,156,173029.00,active,2023-10-25 12:00:00
CRS_1314,INST_0478,B.Tech Internet of Things,IOT,4,67,198325.00,active,2022-03-24 12:00:00
CRS_1315,INST_0479,Diploma in Mechanical Engineering,DIP-MECH,3,81,100828.00,active,2026-06-28 12:00:00
CRS_1316,INST_0479,M.Tech VLSI Design,PG-ECE,2,169,211556.00,active,2026-07-21 12:00:00
CRS_1317,INST_0479,B.Tech Biotechnology,BT,4,163,196001.00,active,2026-08-08 12:00:00
CRS_1318,INST_0382,B.Tech Civil Engineering,CIVIL,4,138,166890.00,active,2026-08-07 12:00:00
CRS_1319,INST_0382,B.Tech Electronics and Communication Engineering,ECE,4,85,174494.00,active,2026-05-13 12:00:00
CRS_132,INST_0046,B.Tech Cybersecurity and Digital Forensics,CYS,4,131,160117.00,active,2024-04-29 12:00:00
CRS_1320,INST_0481,B.Tech Biotechnology,BT,4,128,178011.00,active,2022-02-23 12:00:00
CRS_1321,INST_0481,B.Tech Automobile Engineering,AUTO,4,54,120599.00,active,2026-05-05 12:00:00
CRS_1322,INST_0481,M.Tech Artificial Intelligence,PG-AI,2,173,169289.00,active,2026-05-30 12:00:00
CRS_1323,INST_0483,B.Tech Robotics and Automation,ROB,4,86,128100.00,active,2026-07-09 12:00:00
CRS_1324,INST_0483,B.Tech Data Science,DS,4,159,173851.00,active,2026-05-28 12:00:00
CRS_1325,INST_0484,B.Tech Electrical and Electronics Engineering,EEE,4,80,204926.00,active,2022-09-06 12:00:00
CRS_1326,INST_0484,B.Tech Automobile Engineering,AUTO,4,78,189652.00,closed,2026-07-09 12:00:00
CRS_1327,INST_0484,B.Pharm,PHARM,4,123,56450.00,closed,2024-02-18 12:00:00
CRS_1328,INST_0255,B.Tech Information Technology,IT,4,152,174108.00,active,2022-07-23 12:00:00
CRS_1329,INST_0255,Diploma in Civil Engineering,DIP-CIVIL,3,69,202620.00,active,2026-05-19 12:00:00
CRS_133,INST_0046,MCA,MCA,3,126,84874.00,closed,2025-04-11 12:00:00
CRS_1330,INST_0255,M.Tech Computer Science,PG-CSE,2,108,145500.00,closed,2022-11-28 12:00:00
CRS_1331,INST_0255,B.Tech Mechanical Engineering,MECH,4,70,149730.00,active,2022-05-24 12:00:00
CRS_1332,INST_0486,B.Tech Biotechnology,BT,4,116,96969.00,active,2026-07-20 12:00:00
CRS_1333,INST_0486,B.Tech Electrical and Electronics Engineering,EEE,4,61,75114.00,active,2026-06-23 12:00:00
CRS_1334,INST_0486,B.Arch,ARCH,5,73,113195.00,active,2026-04-18 12:00:00
CRS_1335,INST_0487,B.Pharm,PHARM,4,174,135583.00,active,2026-07-13 12:00:00
CRS_1336,INST_0487,B.Tech Mechanical Engineering,MECH,4,78,218605.00,active,2026-06-07 12:00:00
CRS_1337,INST_0487,B.Tech Civil Engineering,CIVIL,4,77,142991.00,active,2026-05-01 12:00:00
CRS_1338,INST_0487,B.Tech Electronics and Communication Engineering,ECE,4,156,85367.00,active,2026-05-10 12:00:00
CRS_1339,INST_0488,B.Pharm,PHARM,4,106,127330.00,active,2026-04-23 12:00:00
CRS_134,INST_0047,B.Pharm,PHARM,4,109,201695.00,active,2026-07-31 12:00:00
CRS_1340,INST_0488,B.Tech Robotics and Automation,ROB,4,166,58521.00,active,2026-04-27 12:00:00
CRS_1341,INST_0489,B.Tech Chemical Engineering,CHEM,4,123,218372.00,active,2026-08-14 12:00:00
CRS_1342,INST_0489,MBA,MBA,2,110,65078.00,closed,2026-06-21 12:00:00
CRS_1343,INST_0490,B.Pharm,PHARM,4,88,123533.00,active,2021-08-09 12:00:00
CRS_1344,INST_0490,B.Tech Biotechnology,BT,4,42,105893.00,active,2022-06-23 12:00:00
CRS_1345,INST_0382,MBA Business Analytics,MBA-BA,2,176,203038.00,active,2025-04-28 12:00:00
CRS_1346,INST_0382,B.Tech Computer Science and Engineering,CSE,4,33,173789.00,active,2026-06-08 12:00:00
CRS_1347,INST_0382,B.Tech Mechanical Engineering,MECH,4,138,102105.00,active,2025-02-23 12:00:00
CRS_1348,INST_0492,B.Tech Civil Engineering,CIVIL,4,180,112689.00,closed,2026-05-07 12:00:00
CRS_1349,INST_0492,Diploma in Computer Engineering,DIP-CSE,3,32,36817.00,active,2026-06-08 12:00:00
CRS_135,INST_0047,Diploma in Mechanical Engineering,DIP-MECH,3,116,93612.00,closed,2022-12-04 12:00:00
CRS_1350,INST_0492,M.Tech Data Science,PG-DS,2,166,91759.00,active,2026-06-22 12:00:00
CRS_1351,INST_0492,Diploma in Civil Engineering,DIP-CIVIL,3,52,83739.00,active,2026-05-23 12:00:00
CRS_1352,INST_0494,Diploma in Artificial Intelligence,DIP-AI,3,158,205155.00,active,2026-05-11 12:00:00
CRS_1353,INST_0494,Diploma in Computer Engineering,DIP-CSE,3,78,139307.00,active,2026-05-28 12:00:00
CRS_1354,INST_0495,B.Tech Artificial Intelligence and Data Science,AIDS,4,156,89744.00,active,2026-08-04 12:00:00
CRS_1355,INST_0495,Diploma in Electrical Engineering,DIP-EEE,3,150,163237.00,active,2026-05-07 12:00:00
CRS_1356,INST_0495,Diploma in Civil Engineering,DIP-CIVIL,3,112,243027.00,active,2021-10-07 12:00:00
CRS_1357,INST_0255,MBA,MBA,2,120,196175.00,active,2026-05-20 12:00:00
CRS_1358,INST_0255,B.Tech Mechanical Engineering,MECH,4,140,192593.00,active,2026-07-19 12:00:00
CRS_1359,INST_0497,B.Tech Artificial Intelligence and Machine Learning,AIML,4,30,46451.00,active,2026-04-25 12:00:00
CRS_136,INST_0047,B.Tech Chemical Engineering,CHEM,4,45,118111.00,active,2023-12-31 12:00:00
CRS_1360,INST_0497,B.Arch,ARCH,5,85,77169.00,active,2022-11-16 12:00:00
CRS_1361,INST_0497,M.Tech Data Science,PG-DS,2,139,110942.00,active,2026-07-23 12:00:00
CRS_1362,INST_0497,B.Tech Civil Engineering,CIVIL,4,104,209996.00,closed,2026-05-17 12:00:00
CRS_1363,INST_0498,B.Tech Internet of Things,IOT,4,36,162306.00,active,2026-06-24 12:00:00
CRS_1364,INST_0498,B.Tech Robotics and Automation,ROB,4,34,229886.00,active,2022-05-20 12:00:00
CRS_1365,INST_0498,B.Tech Biotechnology,BT,4,124,228408.00,active,2026-05-05 12:00:00
CRS_1366,INST_0499,B.Tech Biotechnology,BT,4,134,177777.00,active,2026-08-05 12:00:00
CRS_1367,INST_0499,Diploma in Artificial Intelligence,DIP-AI,3,121,161662.00,active,2023-12-08 12:00:00
CRS_1368,INST_0500,B.Tech Data Science,DS,4,133,166040.00,active,2026-06-12 12:00:00
CRS_1369,INST_0500,B.Tech Civil Engineering,CIVIL,4,125,187875.00,active,2022-09-05 12:00:00
CRS_137,INST_0047,M.Tech Computer Science,PG-CSE,2,173,156889.00,active,2021-11-02 12:00:00
CRS_1370,INST_0280,B.Arch,ARCH,5,104,235695.00,active,2024-06-30 12:00:00
CRS_1371,INST_0090,B.Tech Electrical and Electronics Engineering,EEE,4,156,235379.00,active,2026-08-12 12:00:00
CRS_1372,INST_0316,B.Tech Internet of Things,IOT,4,175,153716.00,active,2024-07-01 12:00:00
CRS_1373,INST_0171,B.Tech Electronics and Communication Engineering,ECE,4,52,172461.00,active,2023-11-26 12:00:00
CRS_1374,INST_0213,B.Tech Artificial Intelligence and Data Science,AIDS,4,169,165939.00,active,2025-05-25 12:00:00
CRS_1375,INST_0379,B.Tech Mechanical Engineering,MECH,4,78,298562.00,active,2022-03-05 12:00:00
CRS_1376,INST_0469,MBA Business Analytics,MBA-BA,2,31,63510.00,active,2026-07-16 12:00:00
CRS_1377,INST_0445,Diploma in Artificial Intelligence,DIP-AI,3,31,60829.00,active,2024-04-06 12:00:00
CRS_1378,INST_0279,B.Arch,ARCH,5,158,146735.00,active,2026-05-02 12:00:00
CRS_1379,INST_0036,M.Tech Artificial Intelligence,PG-AI,2,144,151873.00,active,2026-06-04 12:00:00
CRS_138,INST_0048,B.Tech Information Technology,IT,4,151,116191.00,active,2026-06-17 12:00:00
CRS_1380,INST_0013,B.Tech Computer Science and Business Systems,CSBS,4,65,56549.00,active,2024-03-02 12:00:00
CRS_1381,INST_0324,B.Tech Aerospace Engineering,AE,4,87,111061.00,active,2026-06-01 12:00:00
CRS_1382,INST_0494,Diploma in Artificial Intelligence,DIP-AI,3,158,205155.00,active,2026-05-11 12:00:00
CRS_1383,INST_0012,B.Tech Chemical Engineering,CHEM,4,151,136101.00,active,2026-05-10 12:00:00
CRS_1384,INST_0168,M.Tech Artificial Intelligence,PG-AI,2,82,176975.00,active,2026-05-11 12:00:00
CRS_1385,INST_0470,B.Tech Chemical Engineering,CHEM,4,142,222597.00,active,2026-06-16 12:00:00
CRS_1386,INST_0499,Diploma in Artificial Intelligence,DIP-AI,3,121,161662.00,active,2023-12-08 12:00:00
CRS_1387,INST_0001,B.Tech Chemical Engineering,CHEM,4,84,32047.00,active,2021-11-04 12:00:00
CRS_1388,INST_0235,B.Tech Chemical Engineering,CHEM,4,127,63370.00,active,2026-07-31 12:00:00
CRS_1389,INST_0040,B.Tech Civil Engineering,CIVIL,4,69,214461.00,active,2026-05-14 12:00:00
CRS_139,INST_0048,Diploma in Electrical Engineering,DIP-EEE,3,140,104597.00,active,2026-07-04 12:00:00
CRS_1390,INST_0326,B.Tech Aerospace Engineering,AE,4,75,74933.00,active,2025-02-03 12:00:00
CRS_1391,INST_0073,B.Tech Internet of Things,IOT,4,139,159845.00,active,2026-07-02 12:00:00
CRS_1392,INST_0162,MBA Business Analytics,MBA-BA,2,125,101304.00,active,2024-11-12 12:00:00
CRS_1393,INST_0075,M.Tech Computer Science,PG-CSE,2,78,211342.00,active,2026-07-24 12:00:00
CRS_1394,INST_0501,B.Tech Cybersecurity and Digital Forensics,CYS,4,39,38305.00,active,2023-02-04 12:00:00
CRS_1395,INST_0502,B.Tech Information Technology,IT,4,33,47718.00,active,2023-08-18 12:00:00
CRS_1396,INST_0503,B.Tech Civil Engineering,CIVIL,4,49,64000.00,active,2025-04-29 12:00:00
CRS_1397,INST_0504,B.Tech Electrical and Electronics Engineering,EEE,4,93,75892.00,active,2025-03-11 12:00:00
CRS_1398,INST_0505,M.Tech Artificial Intelligence,PG-AI,2,97,50720.00,active,2022-03-24 12:00:00
CRS_1399,INST_0506,B.Tech Civil Engineering,CIVIL,4,118,31783.00,active,2023-07-02 12:00:00
CRS_14,INST_0007,B.Tech Electronics and Communication Engineering,ECE,4,73,88379.00,closed,2026-06-10 12:00:00
CRS_140,INST_0048,B.Tech Cybersecurity and Digital Forensics,CYS,4,84,74424.00,active,2026-05-19 12:00:00
CRS_1400,INST_0014,Diploma in Computer Engineering,DIP-CSE,3,111,211806.00,active,2026-06-30 12:00:00
CRS_1401,INST_0113,MBA,MBA,2,129,173270.00,active,2026-05-26 12:00:00
CRS_1402,INST_0234,B.Tech Internet of Things,IOT,4,127,160786.00,active,2026-07-20 12:00:00
CRS_1403,INST_0302,B.Tech Biotechnology,BT,4,85,199460.00,active,2026-05-13 12:00:00
CRS_141,INST_0049,B.Arch,ARCH,5,34,123713.00,active,2023-10-15 12:00:00
CRS_142,INST_0049,Diploma in Civil Engineering,DIP-CIVIL,3,177,242320.00,active,2026-08-01 12:00:00
CRS_143,INST_0049,B.Tech Computer Science and Business Systems,CSBS,4,98,184815.00,active,2026-07-06 12:00:00
CRS_144,INST_0049,B.Pharm,PHARM,4,180,144541.00,active,2026-07-10 12:00:00
CRS_145,INST_0050,B.Tech Electrical and Electronics Engineering,EEE,4,67,131738.00,active,2023-03-18 12:00:00
CRS_146,INST_0050,B.Tech Civil Engineering,CIVIL,4,130,187075.00,active,2026-04-28 12:00:00
CRS_147,INST_0050,M.Tech Artificial Intelligence,PG-AI,2,43,70520.00,active,2024-03-03 12:00:00
CRS_148,INST_0051,B.Tech Cybersecurity and Digital Forensics,CYS,4,107,84348.00,active,2024-01-14 12:00:00
CRS_149,INST_0051,Diploma in Civil Engineering,DIP-CIVIL,3,176,199740.00,active,2026-07-30 12:00:00
CRS_15,INST_0007,Diploma in Mechanical Engineering,DIP-MECH,3,144,55402.00,closed,2026-05-13 12:00:00
CRS_150,INST_0053,B.Tech Chemical Engineering,CHEM,4,120,103681.00,active,2021-06-11 12:00:00
CRS_151,INST_0001,M.Tech VLSI Design,PG-ECE,2,175,212005.00,active,2021-12-28 12:00:00
CRS_152,INST_0056,Diploma in Artificial Intelligence,DIP-AI,3,179,71028.00,active,2024-09-25 12:00:00
CRS_153,INST_0056,B.Tech Information Technology,IT,4,61,132540.00,active,2026-06-14 12:00:00
CRS_154,INST_0056,B.Tech Chemical Engineering,CHEM,4,117,54521.00,active,2022-01-29 12:00:00
CRS_155,INST_0058,B.Tech Computer Science and Business Systems,CSBS,4,81,125395.00,active,2026-06-07 12:00:00
CRS_156,INST_0058,B.Tech Robotics and Automation,ROB,4,59,189271.00,active,2026-06-01 12:00:00
CRS_157,INST_0058,B.Tech Internet of Things,IOT,4,141,131052.00,active,2026-07-01 12:00:00
CRS_158,INST_0059,Diploma in Computer Engineering,DIP-CSE,3,127,237056.00,closed,2022-02-02 12:00:00
CRS_159,INST_0059,M.Tech Data Science,PG-DS,2,64,86785.00,active,2026-08-11 12:00:00
CRS_16,INST_0008,B.Tech Computer Science and Business Systems,CSBS,4,157,206131.00,active,2022-01-11 12:00:00
CRS_160,INST_0059,M.Tech Artificial Intelligence,PG-AI,2,115,191642.00,active,2026-06-18 12:00:00
CRS_161,INST_0059,Diploma in Artificial Intelligence,DIP-AI,3,138,107129.00,active,2026-04-23 12:00:00
CRS_162,INST_0060,Diploma in Civil Engineering,DIP-CIVIL,3,107,165283.00,active,2026-06-05 12:00:00
CRS_163,INST_0060,B.Tech Internet of Things,IOT,4,69,80357.00,active,2026-05-29 12:00:00
CRS_164,INST_0060,B.Tech Artificial Intelligence and Machine Learning,AIML,4,50,155157.00,active,2022-08-22 12:00:00
CRS_165,INST_0061,Diploma in Civil Engineering,DIP-CIVIL,3,85,28950.00,active,2026-08-03 12:00:00
CRS_166,INST_0061,B.Tech Artificial Intelligence and Data Science,AIDS,4,42,69280.00,active,2024-03-05 12:00:00
CRS_167,INST_0062,B.Tech Aerospace Engineering,AE,4,93,115026.00,active,2026-06-28 12:00:00
CRS_168,INST_0062,B.Tech Artificial Intelligence and Machine Learning,AIML,4,116,173231.00,active,2026-05-06 12:00:00
CRS_169,INST_0062,Diploma in Electrical Engineering,DIP-EEE,3,57,188988.00,active,2022-03-19 12:00:00
CRS_17,INST_0008,Diploma in Computer Engineering,DIP-CSE,3,177,76415.00,active,2024-02-23 12:00:00
CRS_170,INST_0063,B.Tech Artificial Intelligence and Data Science,AIDS,4,47,100644.00,active,2026-06-26 12:00:00
CRS_171,INST_0063,B.Tech Robotics and Automation,ROB,4,66,82817.00,active,2026-05-13 12:00:00
CRS_172,INST_0064,B.Tech Artificial Intelligence and Data Science,AIDS,4,35,233615.00,active,2026-08-11 12:00:00
CRS_173,INST_0064,B.Tech Mechanical Engineering,MECH,4,61,57082.00,active,2022-07-09 12:00:00
CRS_174,INST_0065,Diploma in Artificial Intelligence,DIP-AI,3,103,203364.00,active,2026-08-04 12:00:00
CRS_175,INST_0065,M.Tech Artificial Intelligence,PG-AI,2,60,61445.00,closed,2023-03-18 12:00:00
CRS_176,INST_0066,B.Tech Civil Engineering,CIVIL,4,157,34251.00,active,2026-07-31 12:00:00
CRS_177,INST_0066,B.Tech Artificial Intelligence and Machine Learning,AIML,4,40,150325.00,active,2026-05-06 12:00:00
CRS_178,INST_0067,M.Tech VLSI Design,PG-ECE,2,92,73582.00,active,2026-05-16 12:00:00
CRS_179,INST_0067,MCA,MCA,3,169,159884.00,active,2026-05-28 12:00:00
CRS_18,INST_0008,B.Tech Electronics and Communication Engineering,ECE,4,137,92485.00,closed,2026-07-17 12:00:00
CRS_180,INST_0067,B.Tech Civil Engineering,CIVIL,4,160,174810.00,active,2026-07-07 12:00:00
CRS_181,INST_0067,MBA Business Analytics,MBA-BA,2,95,125580.00,active,2026-04-20 12:00:00
CRS_182,INST_0068,Diploma in Computer Engineering,DIP-CSE,3,79,170665.00,active,2026-05-01 12:00:00
CRS_183,INST_0068,B.Tech Electronics and Communication Engineering,ECE,4,128,170630.00,active,2026-06-16 12:00:00
CRS_184,INST_0068,B.Tech Electrical and Electronics Engineering,EEE,4,35,230669.00,active,2026-07-05 12:00:00
CRS_185,INST_0068,M.Tech Computer Science,PG-CSE,2,46,131989.00,active,2026-05-31 12:00:00
CRS_186,INST_0069,B.Tech Chemical Engineering,CHEM,4,147,105190.00,active,2026-08-14 12:00:00
CRS_187,INST_0069,B.Tech Computer Science and Business Systems,CSBS,4,116,168227.00,active,2026-05-04 12:00:00
